"Unnamed: 0","Unnamed: 0.1","annotation_id","annotator","author","clean_text","confidence_score","created_at","id","label","language","lead_time","likes","predicted_label","published_at","text","updated_at" 
176.0,505,512,"1","@hamim209","Huyo Captain anikujie nijaze space Sabrina aliacha face_with_tears_of_joy ",0.3394515514373779,"2026-02-20T11:04:50.424207Z",17339,"Neutral/Positive","Mixed",10.963,0,"neutral or positive","2025-05-09T10:04:02Z","Huyo Captain anikujie nijaze space Sabrina aliacha😂","2026-02-20T11:04:50.424207Z"
177.0,506,513,"1","@EmilyMumbua-s5m","Sesonsip is so rong and emosonal face_with_tears_of_joy  face_with_tears_of_joy ",0.8458482027053833,"2026-02-20T11:05:02.697950Z",17340,"Irony/Sarcasm","Mixed",11.899,0,"offensive language","2025-05-09T09:14:08Z","Sesonsip is so rong and emosonal😂😂","2026-02-20T11:05:02.697950Z"
178.0,507,514,"1","@RichardAtebe","I think you og you have to be considered to og  winking_face_with_tongue  winking_face_with_tongue  winking_face_with_tongue ",0.6873636841773987,"2026-02-20T11:05:09.832919Z",17341,"Neutral/Positive","Mixed",6.762,0,"offensive language","2025-05-09T09:05:56Z","I think you og you have to be considered to og 😜😜😜","2026-02-20T11:05:09.832919Z"
179.0,508,515,"1","@nature.forlife","Obina apologise to culture  uko na ujinga sana wewe unatoroka interview za watu alafu unaita huyo dem mwingine  hapo ng'ania",0.6757124662399292,"2026-02-20T11:05:23.391350Z",17342,"Neutral/Positive","Mixed",13.192,0,"offensive language","2025-05-09T08:36:36Z","Obina apologise to culture  uko na ujinga sana wewe unatoroka interview za watu alafu unaita huyo dem mwingine  hapo ng'ania","2026-02-20T11:05:23.391350Z"
180.0,509,516,"1","@maryblessed597","May the kind of love never locate me",0.3106533885002136,"2026-02-20T11:05:28.948411Z",17343,"Neutral/Positive","Mixed",5.164,0,"neutral or positive","2025-05-09T06:53:46Z","May the kind of love never locate me","2026-02-20T11:05:28.948411Z"
181.0,510,517,"1","@maryblessed597","Did I here ziet",0.2960006296634674,"2026-02-20T11:05:37.390498Z",17344,"Irony/Sarcasm","Mixed",8.037,0,"neutral or positive","2025-05-09T06:50:11Z","Did I here ziet","2026-02-20T11:05:37.390498Z"
182.0,511,518,"1","@OburaRajab-y2n","@ObinnaTVExtra mlete Kalondu bana huyo mamaa nakuanga nimecrushia mbaya sana...Halafu hizo vitu culture anafanya enda uulize Smile mbona saa hii hana smile face",0.3726547658443451,"2026-02-20T11:05:47.053850Z",17345,"Neutral/Positive","Mixed",9.179,0,"offensive language","2025-05-09T06:18:08Z","@ObinnaTVExtra mlete Kalondu bana huyo mamaa nakuanga nimecrushia mbaya sana...Halafu hizo vitu culture anafanya enda uulize Smile mbona saa hii hana smile face","2026-02-20T11:05:47.053850Z"
183.0,512,519,"1","@Iamresh1","Hannah alifanya show ikabamba face_with_tears_of_joy it was boring",0.2931903600692749,"2026-02-20T11:05:51.751404Z",17346,"Neutral/Positive","Mixed",4.258,1,"irony","2025-05-09T06:09:15Z","Hannah alifanya show ikabamba😂it was boring","2026-02-20T11:05:51.751404Z"
184.0,513,520,"1","@duke_maosa60","i hate these conversation it lacks maturity from the host in the sense that he does not care and respect the couple as the guest, views nayo umepata bt embarrassment your guest wameokota. What do we learn from these non sense?",0.5166714787483215,"2026-02-20T11:06:08.902149Z",17347,"Constructive Criticism","English",16.696,0,"hate speech","2025-05-09T05:02:02Z","i hate these conversation it lacks maturity from the host in the sense that he does not care and respect the couple as the guest, views nayo umepata bt embarrassment your guest wameokota. What do we learn from these non sense?","2026-02-20T11:06:08.902149Z"
185.0,514,521,"1","@amoch30","Obiina u becomingjust fake,what kind ofrubbish is this u hosting?really thats too low nkt",0.7823658585548401,"2026-02-20T11:06:21.223331Z",17348,"Neutral/Positive","Mixed",11.887,0,"offensive language","2025-05-09T04:14:34Z","Obiina u becomingjust fake,what kind ofrubbish is this u hosting?really thats too low nkt","2026-02-20T11:06:21.223331Z"
186.0,515,522,"1","@ruthndinda6689","Why Sabrina mention Hanna on their interview that was disrespectful",0.6751234531402588,"2026-02-20T11:06:32.206162Z",17349,"Neutral/Positive","Mixed",10.529,4,"offensive language","2025-05-09T03:08:44Z","Why Sabrina mention Hanna on their interview that was disrespectful","2026-02-20T11:06:32.206162Z"
187.0,516,523,"1","@loveventureztv9146","Hii n maajabu face_with_tears_of_joy 
Anyways it is what it is",0.5197058916091919,"2026-02-20T11:06:38.843946Z",17350,"Neutral/Positive","Mixed",6.172,0,"irony","2025-05-09T01:02:06Z","Hii n maajabu😂
Anyways it is what it is","2026-02-20T11:06:38.843946Z"
188.0,517,524,"1","@dianajosephs9252","Magi ongee",0.3624482452869415,"2026-02-20T11:06:43.308930Z",17351,"Neutral/Positive","Sheng",4.077,0,"neutral or positive","2025-05-08T22:48:39Z","Magi ongee","2026-02-20T11:06:43.308930Z"
189.0,518,525,"1","@merihannah167","Kuna age ikifika huogopi mtu yeyote",0.4051723182201385,"2026-02-20T11:06:53.300856Z",17352,"Neutral/Positive","Mixed",9.639,0,"neutral or positive","2025-05-08T22:36:20Z","Kuna age ikifika huogopi mtu yeyote","2026-02-20T11:06:53.300856Z"
190.0,519,526,"1","@kendymbiuki7568","So Sab was not invited to Kisii but captain called her to test so much contradiction  grinning_face_with_sweat lol",0.368417888879776,"2026-02-20T11:07:01.686113Z",17353,"Neutral/Positive","Mixed",7.965,0,"irony","2025-05-08T22:23:56Z","So Sab was not invited to Kisii but captain called her to test so much contradiction 😅lol","2026-02-20T11:07:01.687545Z"
191.0,520,527,"1","@KamauJohn-bu1ui","Y'all blaming Hanna  pinched_fingers she was being disrespected and y'all expect her to just shurruupp....the so called sabina is so immature, childish and disrespectful",0.6795961856842041,"2026-02-20T11:07:11.707774Z",17354,"Constructive Criticism","Mixed",9.673,10,"offensive language","2025-05-08T22:15:26Z","Y'all blaming Hanna 🤌she was being disrespected and y'all expect her to just shurruupp....the so called sabina is so immature, childish and disrespectful","2026-02-20T11:07:11.707774Z"
192.0,521,528,"1","@merihannah167","So ilikuwa ukweli",0.2833752930164337,"2026-02-20T11:07:17.704097Z",17355,"Neutral/Positive","Swahili",5.645,0,"irony","2025-05-08T22:10:09Z","So ilikuwa ukweli","2026-02-20T11:07:17.704097Z"
193.0,522,529,"1","@Victorupdate-254","But not fare to announce somebody sickness in the media I think Hannah she is very clear and clever",0.4956209659576416,"2026-02-20T11:07:30.000509Z",17356,"Neutral/Positive","Mixed",11.936,1,"neutral or positive","2025-05-08T21:55:22Z","But not fare to announce somebody sickness in the media I think Hannah she is very clear and clever","2026-02-20T11:07:30.000509Z"
194.0,523,530,"1","@GlaCom-t4j","I can say Sabrina is bitter",0.3190206587314605,"2026-02-20T11:08:07.297381Z",17357,"Neutral/Positive","Mixed",36.945,0,"offensive language","2025-05-08T21:40:56Z","I can say Sabrina is bitter","2026-02-20T11:08:07.297381Z"
195.0,524,531,"1","@marachemutai3901","Comment section mnamchukia hannah walahi.....sabrina is childish hannah evidence ata",0.2974254786968231,"2026-02-20T11:08:16.165151Z",17358,"Neutral/Positive","Mixed",8.519,0,"neutral or positive","2025-05-08T21:27:08Z","Comment section mnamchukia hannah walahi.....sabrina is childish hannah evidence ata","2026-02-20T11:08:16.165151Z"
196.0,525,532,"1","@SylviaWangui-i2g","Na kaswende yenyewe inasemaje face_with_tears_of_joy ",0.5768006443977356,"2026-02-20T11:08:23.055595Z",17359,"Irony/Sarcasm","Swahili",6.535,0,"neutral or positive","2025-05-08T21:19:06Z","Na kaswende yenyewe inasemaje😂","2026-02-20T11:08:23.055595Z"
197.0,526,533,"1","@mariemutheuh3290","Anna is okay be angry",0.3658176362514496,"2026-02-20T11:08:29.031502Z",17360,"Neutral/Positive","Mixed",5.599,0,"neutral or positive","2025-05-08T20:06:43Z","Anna is okay be angry","2026-02-20T11:08:29.031502Z"
198.0,527,534,"1","@annboso3932","UTI haiwezi ambukizana unless was STI halafu mtu utakosa aje infection if you having sex while on periods 
Y'all so nasty  crying_face  crying_face  crying_face ",0.7247523665428162,"2026-02-20T11:08:40.101277Z",17361,"Constructive Criticism","Mixed",10.701,0,"offensive language","2025-05-08T19:34:50Z","UTI haiwezi ambukizana unless was STI halafu mtu utakosa aje infection if you having sex while on periods 
Y'all so nasty 😢😢😢","2026-02-20T11:08:40.101277Z"
199.0,528,535,"1","@collowagz","hannah watches too many movies mara evidence mara sijui nini rolling_on_the_floor_laughing kidogo amekuwa FBI",0.3888200521469116,"2026-02-20T11:08:47.422716Z",17362,"Neutral/Positive","Mixed",6.963,0,"irony","2025-05-08T19:23:51Z","hannah watches too many movies mara evidence mara sijui nini🤣kidogo amekuwa FBI","2026-02-20T11:08:47.423811Z"
200.0,529,536,"1","@vivianjepkurui8506","Hii kitu inauma Hannah  face_with_tears_of_joy ,kaswende nayo amekasirika",0.3609429597854614,"2026-02-20T11:08:55.581371Z",17363,"Neutral/Positive","Mixed",7.801,0,"irony","2025-05-08T18:26:40Z","Hii kitu inauma Hannah 😂,kaswende nayo amekasirika","2026-02-20T11:08:55.581371Z"
201.0,530,537,"1","@oscarmusic254","that guy  called Captain,nayo simjui lakini akili kidogo  iko chini.",0.4784668684005737,"2026-02-20T11:09:04.221597Z",17364,"Hate Speech","Mixed",8.282,0,"neutral or positive","2025-05-08T17:37:41Z","that guy  called Captain,nayo simjui lakini akili kidogo  iko chini.","2026-02-20T11:09:04.221597Z"
202.0,531,538,"1","@kajairolancaster7028","Aliacha mzee tupa tupa wapi huyu mdemu naye ni malaya kinoma",0.4726071953773498,"2026-02-20T11:09:14.150460Z",17365,"Offensive (Non-Targeted)","Mixed",9.592,0,"offensive language","2025-05-08T17:23:08Z","Aliacha mzee tupa tupa wapi huyu mdemu naye ni malaya kinoma","2026-02-20T11:09:14.150460Z"
203.0,532,539,"1","@charitymwanyika9206","Obbinna:Unajua story ya Potiphar cat_with_wry_smile  grinning_face_with_sweat ?
Culture: hapana sielewi melting_face 
Obinna: Okay, iko tu sawa face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy 
Uweeeh skull  skull  face_with_tears_of_joy  face_with_tears_of_joy ",0.3703688979148865,"2026-02-20T11:09:28.561506Z",17366,"Context-Dependent","Mixed",14.028,1,"neutral or positive","2025-05-08T16:46:06Z","Obbinna:Unajua story ya Potiphar😼😅?
Culture: hapana sielewi🫠
Obinna: Okay, iko tu sawa😂😂😂😂
Uweeeh💀💀😂😂","2026-02-20T11:09:28.561506Z"
204.0,533,540,"1","@norahokonda7121","Confusion of the highest order",0.4060416519641876,"2026-02-20T11:09:32.328360Z",17367,"Neutral/Positive","Mixed",3.413,0,"neutral or positive","2025-05-08T16:29:41Z","Confusion of the highest order","2026-02-20T11:09:32.328360Z"
205.0,534,541,"1","@pilgrimprogress4618","Obinna you should not have allowed this benta woman to come to set.. this is s total fail",0.5251705050468445,"2026-02-20T11:09:42.100650Z",17368,"Neutral/Positive","Mixed",9.386,0,"offensive language","2025-05-08T16:17:16Z","Obinna you should not have allowed this benta woman to come to set.. this is s total fail","2026-02-20T11:09:42.100650Z"
206.0,535,542,"1","@Sandra39823","I feel for the wife, and the man he don't care about his wife, that is why am single, imagine kupigania mtu hana future na nyinyi, don't abuse single mother, this is a disrespect, calling sidechick ati beb achana na hiyo please, wife am sorry",0.6217824816703796,"2026-02-20T11:09:58.128656Z",17369,"Neutral/Positive","Mixed",15.619,1,"offensive language","2025-05-08T16:02:15Z","I feel for the wife, and the man he don't care about his wife, that is why am single, imagine kupigania mtu hana future na nyinyi, don't abuse single mother, this is a disrespect, calling sidechick ati beb achana na hiyo please, wife am sorry","2026-02-20T11:09:58.128656Z"
207.0,536,543,"1","@brightercharity121","Benta is being herself....Sabrina ni pretender....",0.5264879465103149,"2026-02-20T11:10:09.865695Z",17370,"Constructive Criticism","Mixed",11.367,0,"neutral or positive","2025-05-08T15:56:42Z","Benta is being herself....Sabrina ni pretender....","2026-02-20T11:10:09.865695Z"
208.0,537,544,"1","@MathewWerimo-ko7nd","Ati sabrina ni born?",0.2620307207107544,"2026-02-20T11:10:14.295975Z",17371,"Neutral/Positive","Mixed",4.05,0,"neutral or positive","2025-05-08T15:13:57Z","Ati sabrina ni born?","2026-02-20T11:10:14.295975Z"
209.0,538,545,"1","@iamhildy","Obinna usituletee this kind of stupidity tena. Sod tunataka content zina make sense si hizi drama za kijinga plz",0.8761739134788513,"2026-02-20T11:10:25.209292Z",17372,"Offensive (Non-Targeted)","Mixed",10.503,0,"offensive language","2025-05-08T15:09:18Z","Obinna usituletee this kind of stupidity tena. Sod tunataka content zina make sense si hizi drama za kijinga plz","2026-02-20T11:10:25.209292Z"
210.0,539,546,"1","@Mary-f2l7y","Obinna juu sasa hauskii sasa si utafutie klaus  na nasieku basi grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat ",0.5516641139984131,"2026-02-20T11:14:18.393443Z",17373,"Neutral/Positive","Mixed",10.967,0,"offensive language","2025-05-08T15:07:10Z","Obinna juu sasa hauskii sasa si utafutie klaus  na nasieku basi😅😅😅😅😅","2026-02-20T11:14:18.393443Z"
211.0,540,547,"1","@sichosidi8702","SHAME! SHAME!",0.3677137494087219,"2026-02-20T11:14:21.375143Z",17374,"Constructive Criticism","Mixed",2.641,0,"irony","2025-05-08T14:50:31Z","SHAME! SHAME!","2026-02-20T11:14:21.375143Z"
212.0,541,548,"1","@CyrusOmbasa-o4h","Obinna that's so immature mehn calling hannah to the show yet she was not supposed to be there ,i think next time u should do better",0.6776180267333984,"2026-02-20T11:14:28.876702Z",17375,"Constructive Criticism","Mixed",7.138,0,"offensive language","2025-05-08T14:12:30Z","Obinna that's so immature mehn calling hannah to the show yet she was not supposed to be there ,i think next time u should do better","2026-02-20T11:14:28.876702Z"
213.0,542,549,"1","@CyrusOmbasa-o4h","Msijifanye hamjasikia kalija alipeleka saprinah dinner ya ugali na omena na maziwa",0.3508749306201935,"2026-02-20T11:14:44.431223Z",17376,"Neutral/Positive","Swahili",15.21,1,"neutral or positive","2025-05-08T14:03:33Z","Msijifanye hamjasikia kalija alipeleka saprinah dinner ya ugali na omena na maziwa","2026-02-20T11:14:44.431223Z"
214.0,543,550,"1","@jahquekalyst269","Hanna benta  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  ati who was sucking what!?",0.3715242445468902,"2026-02-20T11:14:48.552494Z",17377,"Neutral/Positive","Mixed",3.716,0,"offensive language","2025-05-08T13:59:44Z","Hanna benta 😂😂😂 ati who was sucking what!?","2026-02-20T11:14:48.552494Z"
215.0,544,551,"1","@maryammohamed3078","And the guy is married face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",0.2596425116062164,"2026-02-20T11:14:52.715544Z",17378,"Neutral/Positive","Mixed",3.826,0,"offensive language","2025-05-08T13:30:48Z","And the guy is married😂😂😂😂😂😂😂😂😂😂😂😂😂😂","2026-02-20T11:14:52.715544Z"
216.0,545,552,"1","@Iamfayie","Ingekua sabrina ndio ako na kaswende .....Hanna angesha sema live...ni venye ni yeye ako nayo ndio mahana ananyamaza",0.4840779304504394,"2026-02-20T11:15:13.128798Z",17379,"Context-Dependent","Mixed",20.055,0,"neutral or positive","2025-05-08T13:09:38Z","Ingekua sabrina ndio ako na kaswende .....Hanna angesha sema live...ni venye ni yeye ako nayo ndio mahana ananyamaza","2026-02-20T11:15:13.128798Z"
217.0,546,553,"1","@peacendunge-u6p","Milayas association.",0.3039349913597107,"2026-02-20T11:15:17.471224Z",17380,"Offensive (Non-Targeted)","Sheng",4.001,0,"neutral or positive","2025-05-08T13:04:16Z","Milayas association.","2026-02-20T11:15:17.471224Z"
218.0,547,554,"1","@LTV_FAN","Obinna you have daughters.  How would you feel if it were them on show like this.  I don’t think this is right.",0.3680427670478821,"2026-02-20T11:15:23.897764Z",17381,"Neutral/Positive","Mixed",6.081,0,"offensive language","2025-05-08T12:48:40Z","Obinna you have daughters.  How would you feel if it were them on show like this.  I don’t think this is right.","2026-02-20T11:15:23.897764Z"
219.0,548,555,"1","@General-254-b7x"," face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",0.3975022137165069,"2026-02-20T11:15:27.267940Z",17382,"Neutral/Positive","Mixed",12.585999999999999,0,"neutral or positive","2025-05-08T12:45:06Z","😂😂😂😂","2026-02-20T11:15:46.383924Z"
220.0,549,556,"1","@LTV_FAN","Is this what it has come to.  For clout.  Fame and money we air everything to all and sundry.  This is quite tragic.  Their mothers are crying inwards.   Iam a mother and I know how they feel.  We shall face God one day what are we going to say when asked what we did with our lives.  Please respect yourselves and fear God Almighty.  And turn back to Him.   crying_face ",0.6132440567016602,"2026-02-20T11:16:09.918412Z",17383,"Neutral/Positive","English",18.751,0,"offensive language","2025-05-08T12:44:37Z","Is this what it has come to.  For clout.  Fame and money we air everything to all and sundry.  This is quite tragic.  Their mothers are crying inwards.   Iam a mother and I know how they feel.  We shall face God one day what are we going to say when asked what we did with our lives.  Please respect yourselves and fear God Almighty.  And turn back to Him.  😢","2026-02-20T11:16:09.918412Z"
221.0,550,557,"1","@evarusimbala","Lakini mdada akipretend kua mpole anaonekana ndo ana haki lakin huyo dada ni zaidi ya nyoka .",0.3117401301860809,"2026-02-20T11:16:24.028974Z",17384,"Offensive (Non-Targeted)","Swahili",13.763,0,"neutral or positive","2025-05-08T12:30:38Z","Lakini mdada akipretend kua mpole anaonekana ndo ana haki lakin huyo dada ni zaidi ya nyoka .","2026-02-20T11:16:24.028974Z"
222.0,551,558,"1","@ZuhraaliMusa"," face_with_tears_of_joy  face_with_tears_of_joy  hakungoja sperms za captain zikauke",0.2826713621616363,"2026-02-20T11:16:40.314074Z",17385,"Offensive (Non-Targeted)","Mixed",15.922,0,"neutral or positive","2025-05-08T12:29:00Z","😂😂 hakungoja sperms za captain zikauke","2026-02-20T11:16:40.314074Z"
223.0,552,559,"1","@terence_on_the_track","Captain is the real man  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",0.3820577263832092,"2026-02-20T11:16:43.437335Z",17386,"Neutral/Positive","Mixed",2.751,1,"offensive language","2025-05-08T12:26:23Z","Captain is the real man 😂😂😂😂😂😂","2026-02-20T11:16:43.437335Z"
224.0,553,560,"1","@ZuhraaliMusa","Hannah benta ako to sawa",0.4921936988830566,"2026-02-20T11:16:46.473419Z",17387,"Neutral/Positive","Mixed",2.626,0,"neutral or positive","2025-05-08T12:19:13Z","Hannah benta ako to sawa","2026-02-20T11:16:46.473419Z"
225.0,554,561,"1","@ZuhraaliMusa","Nahurumiya huyu kijana mdogo",0.2803483605384826,"2026-02-20T11:16:51.748176Z",17388,"Neutral/Positive","Swahili",4.923,0,"irony","2025-05-08T12:07:34Z","Nahurumiya huyu kijana mdogo","2026-02-20T11:16:51.748176Z"
226.0,555,562,"1","@sarahmutanu6828","Obinna pia ww ulifavour Hanna kwenda hukoooo",0.3593706488609314,"2026-02-20T11:16:56.895789Z",17389,"Neutral/Positive","Mixed",4.743,0,"neutral or positive","2025-05-08T12:07:17Z","Obinna pia ww ulifavour Hanna kwenda hukoooo","2026-02-20T11:16:56.895789Z"
227.0,556,563,"1","@AbbyWangeshi","We want Masha and Bobo actress",0.2589693665504455,"2026-02-20T11:17:01.728081Z",17390,"Neutral/Positive","Mixed",4.433,0,"neutral or positive","2025-05-08T12:07:08Z","We want Masha and Bobo actress","2026-02-20T11:17:01.728081Z"
228.0,557,564,"1","@sarahmutanu6828","Before hannah akam walikuw poa badae wakasema waende hosi kwanniiii.......haka kamtu ndo kalileta hzo ma infe",0.3226615786552429,"2026-02-20T11:18:29.556188Z",17391,"Cyberbullying/Harassment","Mixed",87.476,1,"neutral or positive","2025-05-08T12:00:48Z","Before hannah akam walikuw poa badae wakasema waende hosi kwanniiii.......haka kamtu ndo kalileta hzo ma infe","2026-02-20T11:18:29.556188Z"
229.0,558,565,"1","@IreneMaina-d4k","The guy is a comedian",0.718447208404541,"2026-02-20T11:19:12.261320Z",17392,"Irony/Sarcasm","Mixed",42.146,0,"irony","2025-05-08T11:57:30Z","The guy is a comedian","2026-02-20T11:19:12.261320Z"
230.0,559,566,"1","@ndutagatune","This is sooo immature & unprofessional of Obinna for allowing this to happen and continue to air,,,,but lately, Obinna will do anything to trend....slowly stooping low while promoting LGBTQRSTUVW.........",0.362681895494461,"2026-02-20T11:19:52.377588Z",17393,"Hate Speech","Mixed",39.758,0,"hate speech","2025-05-08T11:56:46Z","This is sooo immature & unprofessional of Obinna for allowing this to happen and continue to air,,,,but lately, Obinna will do anything to trend....slowly stooping low while promoting LGBTQRSTUVW.........","2026-02-20T11:19:52.377588Z"
231.0,560,567,"1","@PiusNjuguna-h2h","Yenyewe hizi ni Malaya",0.2865600287914276,"2026-02-20T11:20:15.341430Z",17394,"Sexual Harassment","Swahili",30.916,0,"neutral or positive","2025-05-08T11:40:27Z","Yenyewe hizi ni Malaya","2026-02-20T11:20:25.456156Z"
232.0,561,568,"1","@GraceWambui-x2v","Dorea in short the bull's family",0.3309948146343231,"2026-02-20T11:21:14.122588Z",17395,"Cyberbullying/Harassment","English",46.975,0,"offensive language","2025-05-08T11:19:36Z","Dorea in short the bull's family","2026-02-20T11:21:14.122588Z"
233.0,562,569,"1","@annajohn263","Gosh ....who is being fought for ?????  Girls, girls....you can do better",0.3137542307376861,"2026-02-20T11:21:38.496987Z",17396,"Dismissive Language","",23.862,0,"offensive language","2025-05-08T11:12:20Z","Gosh ....who is being fought for ?????  Girls, girls....you can do better","2026-02-20T11:21:38.496987Z"
234.0,563,570,"1","@sarahmutanu6828","Sabrina just deserves better,,,,hzi n nn sasaaa",0.2887616455554962,"2026-02-20T11:22:34.728402Z",17397,"Supportive Speech","Mixed",55.721,0,"neutral or positive","2025-05-08T11:09:29Z","Sabrina just deserves better,,,,hzi n nn sasaaa","2026-02-20T11:22:34.728402Z"
235.0,564,571,"1","@fridinahk8760","Sabrina is playing her cards well forgetting we are listening n studying her psychology. There is no way u can be given medicines to prevent getting infection  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy . Shes funny",0.2681086659431457,"2026-02-20T11:22:54.955867Z",17398,"Irony/Sarcasm","",19.714,5,"offensive language","2025-05-08T11:05:35Z","Sabrina is playing her cards well forgetting we are listening n studying her psychology. There is no way u can be given medicines to prevent getting infection 😂😂😂😂. Shes funny","2026-02-20T11:22:54.955867Z"
236.0,565,572,"1","@DR.Vincentlangat","I realized Sabrina ako Na mauchungu ya kunyanganywa bwana",0.3362613320350647,"2026-02-20T11:23:27.550357Z",17399,"Provocation/Trolling","Mixed",32.12,0,"offensive language","2025-05-08T10:53:34Z","I realized Sabrina ako Na mauchungu ya kunyanganywa bwana","2026-02-20T11:23:27.550357Z"
237.0,566,573,"1","@Milali016","Why do I feel like this man sounds illiterate,,aaii the lady looks sharp/mature than him....but again,how do you forgive a cheating person,,aah once a cheater,always a cheater..pthooooo  pensive_face wakisii ni red flag tuuu!",0.6600497961044312,"2026-02-20T11:24:01.687403Z",17400,"Cyberbullying/Harassment","",33.675,0,"offensive language","2025-05-08T10:38:32Z","Why do I feel like this man sounds illiterate,,aaii the lady looks sharp/mature than him....but again,how do you forgive a cheating person,,aah once a cheater,always a cheater..pthooooo 😔wakisii ni red flag tuuu!","2026-02-20T11:24:01.687403Z"
238.0,567,574,"1","@danielodongo8181","Evidence, Evidence kwani hapo ni kortini..
Bitterness at its highest..",0.5444528460502625,"2026-02-20T11:24:58.394045Z",17401,"Provocation/Trolling","Mixed",56.235,1,"offensive language","2025-05-08T09:24:57Z","Evidence, Evidence kwani hapo ni kortini..
Bitterness at its highest..","2026-02-20T11:24:58.394045Z"
239.0,568,575,"1","@DeborahMoraa-m1m","Obinna hungeacha Sabrina watoke na ndio wageni,,,Hanna should be the one mwenye angetoka",0.4346687495708465,"2026-02-20T11:25:11.565833Z",17402,"Neutral/Positive","Mixed",12.788,0,"offensive language","2025-05-08T09:18:00Z","Obinna hungeacha Sabrina watoke na ndio wageni,,,Hanna should be the one mwenye angetoka","2026-02-20T11:25:11.565833Z"
240.0,569,576,"1","@laccy.6436","Iakini huyu jamaa ni fala walai person_gesturing_OK  person_gesturing_OK  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing ",0.5609384775161743,"2026-02-20T11:25:34.682385Z",17403,"Cyberbullying/Harassment","Mixed",22.457,1,"neutral or positive","2025-05-08T09:11:40Z","Iakini huyu jamaa ni fala walai🙆🙆🤣🤣🤣🤣","2026-02-20T11:25:34.682385Z"
241.0,570,577,"1","@BensonOnkoba-x3f","surely party_popper  party_popper ",0.3287088274955749,"2026-02-20T11:25:38.033225Z",17404,"Neutral/Positive","Mixed",2.86,1,"offensive language","2025-05-08T09:06:02Z","surely🎉🎉","2026-02-20T11:25:38.033225Z"
242.0,571,578,"1","@MaryNjoroge-bh7cc","Hiki kimama mbilikimo huwa kinaniboo na hiyo kuramba midomo no wonder ananukanga mdomo ama ni kaswende ilipanda hadi kwa mdomo",0.4805738031864166,"2026-02-20T11:26:50.039651Z",17405,"Body Shaming","Mixed",33.105,0,"offensive language","2025-05-08T09:03:57Z","Hiki kimama mbilikimo huwa kinaniboo na hiyo kuramba midomo no wonder ananukanga mdomo ama ni kaswende ilipanda hadi kwa mdomo","2026-02-20T11:26:50.039651Z"
243.0,572,579,"1","@morrynnetalai7122","So long we track us right  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat ",0.5720793008804321,"2026-02-20T11:26:56.535138Z",17406,"Neutral/Positive","Mixed",6.111,0,"offensive language","2025-05-08T08:48:28Z","So long we track us right 😅😅😅😅😅😅😅😅😅","2026-02-20T11:26:56.535138Z"
244.0,573,580,"1","@morrynnetalai7122","Hiyo ni kariii grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat ",0.4427445828914642,"2026-02-20T11:27:01.654249Z",17407,"Neutral/Positive","Mixed",4.636,0,"offensive language","2025-05-08T08:42:52Z","Hiyo ni kariii😅😅😅😅","2026-02-20T11:27:01.654249Z"
245.0,574,581,"1","@chiefjoker","Weuh i am ashamed already",0.2572488188743591,"2026-02-20T11:27:22.377314Z",17408,"Neutral/Positive","Mixed",20.253,1,"irony","2025-05-08T08:34:19Z","Weuh i am ashamed already","2026-02-20T11:27:22.377314Z"
246.0,575,582,"1","@jedidakaari9546","Pastor ng'ang'a",0.2729828655719757,"2026-02-20T11:27:48.841679Z",17409,"Irony/Sarcasm","Mixed",25.965,0,"neutral or positive","2025-05-08T08:32:49Z","Pastor ng'ang'a","2026-02-20T11:27:48.841679Z"
247.0,576,583,"1","@RedemptaMwangale","The kaswende family grinning_face_with_sweat  grinning_face_with_sweat ",0.2599181532859802,"2026-02-20T11:28:11.399066Z",17410,"Cyberbullying/Harassment","",22.022,0,"irony","2025-05-08T08:18:35Z","The kaswende family😅😅","2026-02-20T11:28:11.399066Z"
