Unnamed: 0.1,author,text,likes,published_at,Unnamed: 0,clean_text,predicted_label,confidence_score
340,@QuinterAchieng-u6t1j,Hi obinnna,0,2026-01-05T18:12:13Z,11.0,Hi obinnna,neutral or positive,0.3473248779773712
341,@sarahbosibori-f9d,Aki kalija ww 😂😂😂😂,1,2026-01-05T07:52:28Z,12.0,Aki kalija ww  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,offensive language,0.2991204261779785
342,@QuinterOduor-x9z,Am here after wedding,1,2026-01-05T05:13:22Z,13.0,Am here after wedding,neutral or positive,0.3031039237976074
343,@SaumHazrat,🤣🤣🤣🤣,0,2026-01-04T20:38:47Z,14.0, rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing ,offensive language,0.3608650267124176
344,@samuelngugi-k5e,sabrina ni mature hanna na jamaa wake they are acting like kids,0,2026-01-04T11:23:16Z,15.0,sabrina ni mature hanna na jamaa wake they are acting like kids,neutral or positive,0.2481107413768768
345,@samuelngugi-k5e,huyo jamaa ni mtoto sana,0,2026-01-04T11:21:54Z,16.0,huyo jamaa ni mtoto sana,neutral or positive,0.4412659406661987
346,@sabsjoyjoy5137,Coming back here after Samir wedding. Weeks after Hannah giving birth,17,2026-01-04T00:45:41Z,17.0,Coming back here after Samir wedding. Weeks after Hannah giving birth,neutral or positive,0.2341807037591934
347,@KakiNguna,So uku bdo Hannah alkuwa na bol ya two ama three months 😢😢,0,2026-01-03T17:57:37Z,18.0,So uku bdo Hannah alkuwa na bol ya two ama three months  crying_face  crying_face ,neutral or positive,0.4054750204086303
348,@VeronicaIsigi,"Watu wa kusema maturity iko kwa Sabrina hamjui meaning ya maturity, that lady looks like a pretender 😏😏😏",0,2025-12-23T07:16:00Z,19.0,"Watu wa kusema maturity iko kwa Sabrina hamjui meaning ya maturity, that lady looks like a pretender  smirking_face  smirking_face  smirking_face ",offensive language,0.5159144997596741
349,@JecinterOkello-m6i,Hannah is very stupid,0,2025-11-26T17:56:34Z,20.0,Hannah is very stupid,offensive language,0.3139679729938507
350,@comingup6671,Mambo ya wanawake utakufa vibaya sana 🤣🤣🤣,0,2025-11-07T03:58:48Z,21.0,Mambo ya wanawake utakufa vibaya sana  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing ,offensive language,0.8925171494483948
351,@MillicentKinya-j8v,😂😂😂😂huku nje Watu mnashare Watu na hamna stress,1,2025-10-16T21:51:02Z,22.0, face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy huku nje Watu mnashare Watu na hamna stress,neutral or positive,0.4531978964805603
352,@MillicentKinya-j8v,And culture is there 😂😂😂😂😂 no talk giving only the ears,0,2025-10-16T21:46:03Z,23.0,And culture is there  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  no talk giving only the ears,offensive language,0.5012233257293701
353,@WilliamSabaya-z3b8i,Bbvvn,0,2025-10-04T13:46:16Z,24.0,Bbvvn,cyberbullying,0.2427612096071243
354,@music254kenya,Obinna we ni fala sana unaaribu interview ya boy wetu next time ukijaribu tutakusalimia,0,2025-09-14T20:20:58Z,25.0,Obinna we ni fala sana unaaribu interview ya boy wetu next time ukijaribu tutakusalimia,constructive criticism,0.2777782380580902
355,@Makansidmeruprince,It's not right to kuharibia a person jina and expect him/her kukosa kujitetea so I am team Hannah all the way,2,2025-08-10T20:02:22Z,26.0,It's not right to kuharibia a person jina and expect him/her kukosa kujitetea so I am team Hannah all the way,offensive language,0.4677516520023346
356,@peterrotumoi622,Mko na ujingaa,0,2025-08-05T19:50:35Z,27.0,Mko na ujingaa,irony,0.3606163561344147
357,@HonVincee,This is total nonsense why invite someone on the interview and get someone on board for such nonsense,1,2025-07-29T21:04:32Z,28.0,This is total nonsense why invite someone on the interview and get someone on board for such nonsense,offensive language,0.7335219383239746
358,@FrinceKay091,1:38:22 😂😂😂😂 aah mimi hapo siko😅😅😅,0,2025-07-24T21:15:39Z,29.0,1:38:22  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  aah mimi hapo siko grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat ,offensive language,0.343848317861557
359,@wanja6144,"That Sabrina gal started all this,it was their interview na hawange mention names,wangeacha islide...if i were Hannah,ningereact hivo tu... That Sabrina is one bitter soul!",0,2025-07-24T13:28:31Z,30.0,"That Sabrina gal started all this,it was their interview na hawange mention names,wangeacha islide...if i were Hannah,ningereact hivo tu... That Sabrina is one bitter soul!",offensive language,0.515246570110321
360,@kellsgentleman561,I need prayers 🙏😂,0,2025-07-19T21:21:22Z,31.0,I need prayers  folded_hands  face_with_tears_of_joy ,neutral or positive,0.3906909227371216
361,@WilfredOkemwa-x2d,"This is just a story, obviously Captain must defend  Hannah coz he is with her now. I can't trust anything Hannah says or provides without a lawyer going through them. Certificate and everything can be faked taking into account Hannah is rich and has money money,she can convince the fools with her documents and chats. Messages can be generated through Fake Messages App. Sabrina never wanted to speak about her past relationship,it was brought up through online chats and she responded maturely.",0,2025-07-19T07:49:09Z,32.0,"This is just a story, obviously Captain must defend  Hannah coz he is with her now. I can't trust anything Hannah says or provides without a lawyer going through them. Certificate and everything can be faked taking into account Hannah is rich and has money money,she can convince the fools with her documents and chats. Messages can be generated through Fake Messages App. Sabrina never wanted to speak about her past relationship,it was brought up through online chats and she responded maturely.",offensive language,0.360430508852005
362,@ismaelomondi254,you nailed it broo,1,2025-07-14T10:23:40Z,33.0,you nailed it broo,offensive language,0.3330672979354858
363,@StephenMukuuta,😂😂😂😂😂nipeni likes if wamewabamba,0,2025-07-14T09:33:18Z,34.0, face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy nipeni likes if wamewabamba,neutral or positive,0.3200390338897705
364,@GE_Albert5,The guy is here for a comedy,0,2025-07-13T07:07:00Z,35.0,The guy is here for a comedy,irony,0.8112704753875732
365,@FrankWaita,Sasa hio mbilikimo inaeza angusha Culture ? Someone should just gauge his/her wars .,0,2025-07-11T23:13:33Z,36.0,Sasa hio mbilikimo inaeza angusha Culture ? Someone should just gauge his/her wars .,offensive language,0.32839435338974
366,@JoyceKiarie-j3i,Obina ii ni kitu ulikua umepanga na umekosea sabrina n culture coz wao hawakua wamekuja mabishano,0,2025-07-08T20:28:26Z,37.0,Obina ii ni kitu ulikua umepanga na umekosea sabrina n culture coz wao hawakua wamekuja mabishano,offensive language,0.7300890684127808
367,@TENDAILYYOUTHGROUP,UYU WA RED ANAKAA ALIKUA NAYO TU,0,2025-07-08T04:21:44Z,38.0,UYU WA RED ANAKAA ALIKUA NAYO TU,neutral or positive,0.4419387876987457
368,@PerisMacharia-n7c,Alienda kukuliwa Dubai...and now the cowife is bitter😂😂😂😂,1,2025-07-07T21:23:35Z,39.0,Alienda kukuliwa Dubai...and now the cowife is bitter face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,offensive language,0.5549787282943726
369,@AribaDjke-y4,😂😂😂😂mboro was jus chilling then boooom😂😂😂,0,2025-07-06T12:39:23Z,40.0, face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy mboro was jus chilling then boooom face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,offensive language,0.4811513423919678
370,@AnnMukiri-k5j,Huyu msee ameshika gwatiiii kabla akuje hapa juu wee syo hivi,0,2025-07-05T01:29:12Z,41.0,Huyu msee ameshika gwatiiii kabla akuje hapa juu wee syo hivi,irony,0.476611465215683
371,@genevieveedwards6303,😂😂😂😂,0,2025-07-01T19:59:14Z,42.0, face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,neutral or positive,0.3975022137165069
372,@genevieveedwards6303,Social media😢 never forgets,0,2025-07-01T19:51:38Z,43.0,Social media crying_face  never forgets,offensive language,0.3950028121471405
373,@flossym878,FBI wueeh😂😂😂😂,0,2025-06-30T23:25:00Z,44.0,FBI wueeh face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,offensive language,0.4189488291740417
374,@ongubobryan2392,this is stupid,0,2025-06-30T06:25:47Z,45.0,this is stupid,offensive language,0.5586812496185303
375,@magarabrian1997,"apologies to that couple  ,, ujafanya poa🙂‍↔️🙂‍↔️",0,2025-06-27T22:41:41Z,46.0,"apologies to that couple  ,, ujafanya poa head_shaking_horizontally  head_shaking_horizontally ",offensive language,0.3756158351898193
376,@RoselyneMalety,Na support Hannah..coz ako confidence na energetic...bt Sabrina a style up...,0,2025-06-27T17:27:12Z,47.0,Na support Hannah..coz ako confidence na energetic...bt Sabrina a style up...,neutral or positive,0.4745704233646393
377,@demoraah6552,Wapi results za oasis ya hosi mlienda fast...hii kitu n ukweli hanna ulikua nayo😂😂😂😂😂😂😂alafu waaaaaah huku inje sio kuzuri na jamaa mwenyewe n AK47 na ako na wanawake hao wote😂😂😂😂😂,0,2025-06-26T18:04:03Z,48.0,Wapi results za oasis ya hosi mlienda fast...hii kitu n ukweli hanna ulikua nayo face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy alafu waaaaaah huku inje sio kuzuri na jamaa mwenyewe n AK47 na ako na wanawake hao wote face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,offensive language,0.3670003116130829
378,@HellenKagwi,Very wrong!!!!never do this again Obinna kindly,0,2025-06-21T13:17:35Z,49.0,Very wrong!!!!never do this again Obinna kindly,offensive language,0.432591438293457
379,@nicodemusratemo2037,Nonsense,0,2025-06-13T21:50:22Z,50.0,Nonsense,offensive language,0.6721376180648804
380,@LuciaWairimu-g5b,Hiyo ni kalli😅😅😅,0,2025-06-12T12:48:08Z,51.0,Hiyo ni kalli grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat ,offensive language,0.384751945734024
381,@LuciaWairimu-g5b,Hiyo kiss bana 😮,0,2025-06-12T12:33:58Z,52.0,Hiyo kiss bana  face_with_open_mouth ,neutral or positive,0.2654140591621399
382,@SimonNgugi-fc6xj,ii couple jamani 😂,0,2025-06-11T09:41:06Z,53.0,ii couple jamani  face_with_tears_of_joy ,irony,0.3137722909450531
383,@lucianalawrence9155,"Hannah toa results za oasis...this were results for the second test.
Maybe Sabrina is right,who knows.",0,2025-06-09T09:03:07Z,54.0,"Hannah toa results za oasis...this were results for the second test.
Maybe Sabrina is right,who knows.",neutral or positive,0.4146867394447326
384,@KyumwaMutua,Hannah benta you are so very silly,0,2025-06-07T21:21:18Z,55.0,Hannah benta you are so very silly,irony,0.5581092238426208
385,@stellakerubo4834,The 2ladies yaani hawajipendi kabisaaaa.....sharing a man in the same room....wako too desperate,0,2025-06-05T03:59:26Z,56.0,The 2ladies yaani hawajipendi kabisaaaa.....sharing a man in the same room....wako too desperate,offensive language,0.3307167291641235
386,@stellakerubo4834,Hata kama walipewa dawa na huyo mwanaume wao pia angepatiwa dawa..if not the cycle continues....,0,2025-06-05T03:57:35Z,57.0,Hata kama walipewa dawa na huyo mwanaume wao pia angepatiwa dawa..if not the cycle continues....,neutral or positive,0.3989384770393371
387,@shalyneandary7036,"😂😂😂😂😅😅😅  watching after 3weeks ,,,",0,2025-06-03T22:00:16Z,58.0," face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat   watching after 3weeks ,,,",offensive language,0.271014928817749
388,@salomeonyango8509,Tunataka results za kisii. Sio za Agha Khan,0,2025-06-02T18:08:14Z,59.0,Tunataka results za kisii. Sio za Agha Khan,neutral or positive,0.3509128391742706
389,@salomeonyango8509,"Next time, please protect the interviewee.  You should have booked Hanna for another interview.  Waaaah!!",0,2025-06-02T18:07:27Z,60.0,"Next time, please protect the interviewee.  You should have booked Hanna for another interview.  Waaaah!!",neutral or positive,0.268973559141159
390,@boywakitui3857,ZIET😂😂😂LOVE CULTURE 💓😂😂😂,1,2025-05-26T15:51:55Z,61.0,ZIET face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy LOVE CULTURE  beating_heart  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,neutral or positive,0.3119572401046753
391,@mylacetsindori7346,I like the guy😂😂😂 aka na vibe plus ako mature😊😊,0,2025-05-26T13:54:39Z,62.0,I like the guy face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  aka na vibe plus ako mature smiling_face_with_smiling_eyes  smiling_face_with_smiling_eyes ,neutral or positive,0.6750990748405457
392,@fbelons,"On that disease, I think it is misinformation. We need to understand STI, UTI and Candidiasis. In this case I think it was Candidiasis.",0,2025-05-26T10:07:28Z,63.0,"On that disease, I think it is misinformation. We need to understand STI, UTI and Candidiasis. In this case I think it was Candidiasis.",offensive language,0.6344600319862366
393,@Vee-t5o,Gosh! Obinna you need to apologize to us for making us watch such a dignity-less episode! You are killing your brand,0,2025-05-24T20:53:34Z,64.0,Gosh! Obinna you need to apologize to us for making us watch such a dignity-less episode! You are killing your brand,offensive language,0.5957525372505188
394,@magarematara8919,So culture is listening as if he has a woman here,0,2025-05-24T13:49:07Z,65.0,So culture is listening as if he has a woman here,irony,0.2994943261146545
395,@magarematara8919,Haki hawa wakisii wetu watu Nyanchwa wanatuchomea kusinda Cosmoi Choi and Osoro combined,0,2025-05-24T13:35:54Z,66.0,Haki hawa wakisii wetu watu Nyanchwa wanatuchomea kusinda Cosmoi Choi and Osoro combined,hate speech,0.3170750141143799
396,@magarematara8919,"Youngman,you have a long journey to go,you have a Kisii n a Luo woman n these very problematic ,you cannot leave one n enjoy your freedom",0,2025-05-24T12:39:18Z,67.0,"Youngman,you have a long journey to go,you have a Kisii n a Luo woman n these very problematic ,you cannot leave one n enjoy your freedom",offensive language,0.3058735132217407
397,@magarematara8919,Hiyo ya 3 some ndio tunataka,0,2025-05-24T12:05:16Z,68.0,Hiyo ya 3 some ndio tunataka,neutral or positive,0.3509683012962341
398,@magarematara8919,So Sabrina ndio drama queen who broke everything kwa huyu kijana???,0,2025-05-24T09:49:40Z,69.0,So Sabrina ndio drama queen who broke everything kwa huyu kijana???,irony,0.3091720640659332
399,@LydiaCheboi,Hannah n takataka Tu tena ya kayole 😂😂😂😂,0,2025-05-21T08:17:45Z,70.0,Hannah n takataka Tu tena ya kayole  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,offensive language,0.4802274107933044
400,@EmishBakoka-wr8sw,Culture is vibe men,1,2025-05-20T11:03:20Z,71.0,Culture is vibe men,neutral or positive,0.3385754227638244
401,@entertainmenttoday420,I bet deep down culture alitoka hapa akisema Huyu Dame akoh naye Ni temporarily option,0,2025-05-19T17:24:09Z,72.0,I bet deep down culture alitoka hapa akisema Huyu Dame akoh naye Ni temporarily option,neutral or positive,0.6216472387313843
402,@garveyinc,a very useless episode obinna..hawa watu wa tiktok achana nao kabsaaaa..not educative.,0,2025-05-19T08:39:08Z,73.0,a very useless episode obinna..hawa watu wa tiktok achana nao kabsaaaa..not educative.,offensive language,0.5934628844261169
403,@garveyinc,mmeamua kutuletea 3vienyejiz  wa kucome kwa show😁,0,2025-05-19T08:02:51Z,74.0,mmeamua kutuletea 3vienyejiz  wa kucome kwa show beaming_face_with_smiling_eyes ,irony,0.529399573802948
404,@kentrellgolden3523,aaah heee,0,2025-05-18T06:54:27Z,75.0,aaah heee,irony,0.3749202787876129
405,@BRENDABARASA-h2d,Something is just off about this interview 😂,0,2025-05-18T05:07:24Z,76.0,Something is just off about this interview  face_with_tears_of_joy ,offensive language,0.5112851858139038
406,@kenyaningermany,KENYAAAAAAA😅😂🤣,1,2025-05-17T22:58:30Z,77.0,KENYAAAAAAA grinning_face_with_sweat  face_with_tears_of_joy  rolling_on_the_floor_laughing ,irony,0.4089342355728149
407,@tonnadimples4039,"The show is okay,let everything That is hodden in the dark be exposed to moonlight.",0,2025-05-17T18:30:25Z,78.0,"The show is okay,let everything That is hodden in the dark be exposed to moonlight.",neutral or positive,0.4955329000949859
408,@tonnadimples4039,Sabrina is lying.,0,2025-05-17T18:27:42Z,79.0,Sabrina is lying.,offensive language,0.3566668927669525
409,@danielndei5420,"very boring host,..show was super dull,..",0,2025-05-17T02:26:59Z,80.0,"very boring host,..show was super dull,..",offensive language,0.3334177732467651
410,@evanskibet3894,I thank my self for being a Kalenjin..we can't do this,0,2025-05-16T21:47:15Z,81.0,I thank my self for being a Kalenjin..we can't do this,neutral or positive,0.2518164813518524
411,@veesampeivee7715,The world of usherati mungu wangu,0,2025-05-16T17:17:10Z,82.0,The world of usherati mungu wangu,hate speech,0.2858308553695678
412,@festusmurithi1839,To this now Obina umekosea uyo jamaa heshima.,0,2025-05-16T15:22:28Z,83.0,To this now Obina umekosea uyo jamaa heshima.,neutral or positive,0.3363032639026642
413,@faithchebet9392,"Silence is the best weapon Hannah..coming here wasnt necessary,Obinna that wasnt fair to culture and his chick",0,2025-05-15T21:36:56Z,84.0,"Silence is the best weapon Hannah..coming here wasnt necessary,Obinna that wasnt fair to culture and his chick",neutral or positive,0.4754185676574707
414,@ClintonManono,Kijana ni mushamba,0,2025-05-15T21:30:10Z,85.0,Kijana ni mushamba,offensive language,0.309089332818985
415,@PollyMwesh,Culture is like yooh hizi ni Gani sasa...no mata wati simuachi😅😅😅,1,2025-05-15T20:36:08Z,86.0,Culture is like yooh hizi ni Gani sasa...no mata wati simuachi grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat ,offensive language,0.3658929765224457
416,@MercyNjenga-q7u,Must she raise her voice to drive a point.,0,2025-05-15T10:14:44Z,87.0,Must she raise her voice to drive a point.,irony,0.2910020351409912
417,@TaniaKemunto,The lady on red is so thick headed,0,2025-05-14T20:58:33Z,88.0,The lady on red is so thick headed,offensive language,0.3236724138259887
418,@Abushdeh_show,Kiherehere hannah benta. Kafala tu,0,2025-05-14T20:32:48Z,89.0,Kiherehere hannah benta. Kafala tu,neutral or positive,0.3887126445770263
419,@leahmwendwa563,Obinna being a big bro na bado anaokota mushene😅😂😂😂😂😂😂😂,0,2025-05-14T18:53:59Z,90.0,Obinna being a big bro na bado anaokota mushene grinning_face_with_sweat  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,offensive language,0.4382436573505401
420,@quidproquopodcast,Culture knows how to carry himself around chaos😅😅😅much respect,0,2025-05-14T14:03:39Z,91.0,Culture knows how to carry himself around chaos grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat much respect,offensive language,0.4726140201091766
421,@EmmanuelMbui-w6g,Captain was watching so he had to cover @Hannah benta,0,2025-05-14T14:01:43Z,92.0,Captain was watching so he had to cover @Hannah benta,neutral or positive,0.2613152861595154
422,@HarrizonOketcha,Beib analia mbona😂😂,0,2025-05-14T13:37:11Z,93.0,Beib analia mbona face_with_tears_of_joy  face_with_tears_of_joy ,neutral or positive,0.3951692879199981
423,@winnie-ytg,"I came to watch Hannah ,,,, 
Her heart is not like ours",0,2025-05-14T05:55:41Z,94.0,"I came to watch Hannah ,,,, 
Her heart is not like ours",irony,0.2497802525758743
424,@alicerunji7727,The couple said Hannah aitwe na obinna akamuita. I think they thought hatakuja. Sàbrina is childish na uongo mob.,0,2025-05-14T00:29:27Z,95.0,The couple said Hannah aitwe na obinna akamuita. I think they thought hatakuja. Sàbrina is childish na uongo mob.,offensive language,0.5261475443840027
425,@lindabarbie6470,Hannah is right 💯💯💯,0,2025-05-14T00:27:04Z,96.0,Hannah is right  hundred_points  hundred_points  hundred_points ,neutral or positive,0.4598106741905212
426,@MammitoTebby-zj1pk,Hanna kaswende  Bentah,0,2025-05-13T21:09:12Z,97.0,Hanna kaswende  Bentah,neutral or positive,0.3464008867740631
427,@JedieFestus,Wait captain c mwenye ako Kwa show,0,2025-05-13T20:00:27Z,98.0,Wait captain c mwenye ako Kwa show,neutral or positive,0.2852440476417541
428,@BritneyMoraa-b1x,As a kisii Lady..I swear nimewatch hii interview na Aibu Kibao😂Obinna next time aki mind watu unaleta show,0,2025-05-13T18:25:49Z,99.0,As a kisii Lady..I swear nimewatch hii interview na Aibu Kibao face_with_tears_of_joy Obinna next time aki mind watu unaleta show,irony,0.3592676222324371
429,@EmmanuelLagat-vw7wb,"OBINA HII KITU UNGEMALIZA TIME THE COUPLE WENT OUT ,,,,,,, UKO NA UFALA PIA",0,2025-05-13T14:38:36Z,100.0,"OBINA HII KITU UNGEMALIZA TIME THE COUPLE WENT OUT ,,,,,,, UKO NA UFALA PIA",offensive language,0.744504451751709
430,@jamesmuendo6187,MEN!!! Never trust any living female creature,0,2025-05-13T14:23:50Z,101.0,MEN!!! Never trust any living female creature,offensive language,0.3944911062717438
431,@ke_otic1080,Huyu Hannah Benta anafaa achunguzwe😂😂 hayuko normal😂,0,2025-05-13T13:28:42Z,102.0,Huyu Hannah Benta anafaa achunguzwe face_with_tears_of_joy  face_with_tears_of_joy  hayuko normal face_with_tears_of_joy ,neutral or positive,0.4285008907318115
432,@ke_otic1080,Kaswende gang😂😂😂😂,0,2025-05-13T13:22:19Z,103.0,Kaswende gang face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,offensive language,0.2710753977298736
433,@jamesmuendo6187,Hao wasichana wamenikasirisha hadi sijavuta sigara leo 😒😒,0,2025-05-13T13:00:24Z,104.0,Hao wasichana wamenikasirisha hadi sijavuta sigara leo  unamused_face  unamused_face ,neutral or positive,0.2944519221782684
434,@WinnieLilian-y3q,From my look dem anataka obina,0,2025-05-12T22:42:22Z,105.0,From my look dem anataka obina,offensive language,0.3001907169818878
435,@justuspaul2264,@obinna it wasn't fair to allow Hanna Benta to crush interview ya wenyewe,0,2025-05-12T20:54:52Z,106.0,@obinna it wasn't fair to allow Hanna Benta to crush interview ya wenyewe,offensive language,0.3936857581138611
436,@moulemoule6983,Dunia simama nishuke 🙆🏽‍♀️🙆🏽‍♀️🙆🏽‍♀️,0,2025-05-12T20:16:54Z,107.0,Dunia simama nishuke  woman_gesturing_OK_medium_skin_tone  woman_gesturing_OK_medium_skin_tone  woman_gesturing_OK_medium_skin_tone ,neutral or positive,0.4542401731014251
437,@moulemoule6983,Mkisii hapa tu ni mjinga ako na bwana yake hapo still anafeel Captain.,0,2025-05-12T20:15:32Z,108.0,Mkisii hapa tu ni mjinga ako na bwana yake hapo still anafeel Captain.,neutral or positive,0.6140081286430359
438,@MUNGU545,"Obina need to be taken to hospital with his fellow idiots this is filth and nonsense interview ever in this country 

You have ebarased us but there is your pay with this idiot sily girls 

Shame in you all",1,2025-05-12T19:23:23Z,109.0,"Obina need to be taken to hospital with his fellow idiots this is filth and nonsense interview ever in this country 

You have ebarased us but there is your pay with this idiot sily girls 

Shame in you all",offensive language,0.8130602836608887
439,@ThomasTrader-s6q,its not fare obinna for someone to come from nowhere and interfere your show sir,0,2025-05-12T18:09:19Z,110.0,its not fare obinna for someone to come from nowhere and interfere your show sir,neutral or positive,0.3706044256687164
440,@janewanjiku6752,Sabrina alisahau kubeba filters 😅😅😅,0,2025-05-12T14:02:01Z,111.0,Sabrina alisahau kubeba filters  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat ,offensive language,0.3910353779792785
441,@ingabirenadine,Hannah anasema ukweli 😂😂😂😂😂😂,0,2025-05-12T13:10:37Z,112.0,Hannah anasema ukweli  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,neutral or positive,0.4318183362483978
442,@liarez123,But l feel hanna how can you blame someone kitu hana haifai hata ingekuwa mimi ningempiga 😂,1,2025-05-12T12:40:56Z,113.0,But l feel hanna how can you blame someone kitu hana haifai hata ingekuwa mimi ningempiga  face_with_tears_of_joy ,neutral or positive,0.3632341623306274
443,@kimdizzy254,"Coming from the three men army to this.. i feel like hawa wako soo boring, na utoto",0,2025-05-12T11:07:25Z,114.0,"Coming from the three men army to this.. i feel like hawa wako soo boring, na utoto",irony,0.3197703063488006
444,@stellakerubo4834,Yaani hawa wasichana are they really normal??sharig a man sama room .....degrading themselves  ..i hate both of you,0,2025-05-12T10:25:47Z,115.0,Yaani hawa wasichana are they really normal??sharig a man sama room .....degrading themselves  ..i hate both of you,offensive language,0.416614681482315
445,@It_is_nafula,😂😂😂😂,0,2025-05-12T09:09:56Z,116.0, face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,neutral or positive,0.3975022137165069
446,@stellakerubo4834,Hii accent ni mbaya sana......,0,2025-05-12T07:25:32Z,117.0,Hii accent ni mbaya sana......,offensive language,0.9187585711479188
447,@wendyojigo8631,being desperate in mbaya young girls lets work hard girls,0,2025-05-12T07:03:03Z,118.0,being desperate in mbaya young girls lets work hard girls,offensive language,0.3618664145469665
448,@BrianMash-j3h,"Yoh!!,,,,Obina u should tell this couple as their elder bro that they still need to learn more in relationship and take their time coz for sure they seem to be younger in relationship.",0,2025-05-11T23:51:12Z,119.0,"Yoh!!,,,,Obina u should tell this couple as their elder bro that they still need to learn more in relationship and take their time coz for sure they seem to be younger in relationship.",constructive criticism,0.3129730820655823
449,@salima_saly,The bar is invincible,1,2025-05-11T18:52:20Z,120.0,The bar is invincible,neutral or positive,0.3139677941799164
450,@teddymcmahon8292,Makalatas 😂😂😂😂,0,2025-05-11T18:05:39Z,121.0,Makalatas  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,neutral or positive,0.2995699346065521
451,@emilywangui,😂😂😂😂😂kaswede family. ...,0,2025-05-11T16:57:14Z,122.0, face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy kaswede family. ...,neutral or positive,0.3744300305843353
452,@AbigailFuraha-eh7bn,Hadi mm siwezi kubali kushikwa nkicheat 😂😂😂😂,0,2025-05-11T12:46:47Z,123.0,Hadi mm siwezi kubali kushikwa nkicheat  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,offensive language,0.4527445435523987
453,@rosekate3062,Huyu jamaa ni fala kivyake wueeeh,0,2025-05-11T09:39:30Z,124.0,Huyu jamaa ni fala kivyake wueeeh,neutral or positive,0.338030070066452
454,@HEARTIST-KENYA,skinfinity tattoos,0,2025-05-11T08:19:53Z,125.0,skinfinity tattoos,neutral or positive,0.4360581636428833
455,@Kikibossy254,"The worst interview..so disgusting alafu obinna is arrogant ati tufinye stop
We sympathize and move on obinna usituletee😂kusprashiwa na maji cs am driving meaning sabrina isn't
😂must Hannah talk while touching obinna.🥴🙄",0,2025-05-11T07:27:30Z,126.0,"The worst interview..so disgusting alafu obinna is arrogant ati tufinye stop
We sympathize and move on obinna usituletee face_with_tears_of_joy kusprashiwa na maji cs am driving meaning sabrina isn't
 face_with_tears_of_joy must Hannah talk while touching obinna. woozy_face  face_with_rolling_eyes ",offensive language,0.6192159056663513
456,@carolinemumbinya8739,May this kind of relationship never meet me,5,2025-05-11T04:29:39Z,127.0,May this kind of relationship never meet me,neutral or positive,0.379549115896225
457,@Olpha-v7u,Was planned,0,2025-05-10T22:05:26Z,128.0,Was planned,neutral or positive,0.3165035247802734
