"Unnamed: 0","Unnamed: 0.1","annotation_id","annotator","author","category","clean_text","confidence_score","created_at","id","language","lead_time","likes","predicted_label","published_at","sentiment","subcategory","text","updated_at" 
124.0,224,3130,"1","@Slyfavour","Irony/Sarcasm","Mko wapi wale husema mungu nipee ka hii wedding..  crying_face  crying_face  crying_face  crying_face  crying_face .mutaki kama hii this time??",0.5018591284751892,"2026-02-25T06:37:56.893774Z",84946,"Mixed (Code-switching)",9.898,3,"offensive language","2025-07-30T13:22:44Z","Negative","[Irony] Mock compliment","Mko wapi wale husema mungu nipee ka hii wedding.. 😢😢😢😢😢.mutaki kama hii this time??","2026-02-25T06:37:56.893774Z"
125.0,225,3131,"1","@GraceJeptanui-hi1vy","Constructive Criticism","Hiii ni Moto nice harusi",0.41181281208992,"2026-02-25T06:38:05.196682Z",84947,"Mixed (Code-switching)",7.839,0,"constructive criticism","2025-07-30T12:20:10Z","Positive","[CC] Genuine Praise","Hiii ni Moto nice harusi","2026-02-25T06:38:05.196682Z"
126.0,226,3132,"1","@KibeJohn23","Constructive Criticism","It's the guy saying ""dosii dosii"" for me. Anaongea sheng  vifity jooh face_with_tears_of_joy  face_with_tears_of_joy ",0.53916335105896,"2026-02-25T06:38:16.275496Z",84948,"Mixed (Code-switching)",10.714,0,"offensive language","2025-07-30T11:51:06Z","Positive","[CC] Performance-based","It's the guy saying ""dosii dosii"" for me. Anaongea sheng  vifity jooh😂😂","2026-02-25T06:38:16.275496Z"
127.0,227,3133,"1","@璐刘-e9t","Constructive Criticism","Ona hiyo tattoo ya dem",0.237927570939064,"2026-02-25T06:38:26.536007Z",84949,"Mixed (Code-switching)",9.797,1,"irony","2025-07-30T11:03:22Z","Neutral","[CC] Genuine feedback","Ona hiyo tattoo ya dem","2026-02-25T06:38:26.536007Z"
128.0,228,3134,"1","@璐刘-e9t","Constructive Criticism"," grinning_face_with_sweat it might be acting",0.3101050853729248,"2026-02-25T06:38:36.202821Z",84950,"Mixed (Code-switching)",9.298,0,"irony","2025-07-30T11:02:20Z","Neutral","[CC] Genuine feedback","😅it might be acting","2026-02-25T06:38:36.202821Z"
129.0,229,3135,"1","@omwami-j","Others","Subscribe  red_heart  folded_hands ",0.2882929146289825,"2026-02-25T06:38:46.544454Z",84951,"Mixed (Code-switching)",9.937,13,"neutral or positive","2025-07-30T10:21:01Z","Neutral","[Other] Spam","Subscribe ❤🙏","2026-02-25T06:38:46.544454Z"
130.0,230,3136,"1","@emmanuelotieno-bm8rl","Offensive","Msijifanye hamjaona mzagatas hapo",0.3692228198051452,"2026-02-25T06:38:55.166663Z",84952,"Mixed (Code-switching)",7.984,0,"neutral or positive","2025-07-30T09:48:18Z","Negative","[Offensive] Sex-based","Msijifanye hamjaona mzagatas hapo","2026-02-25T06:38:55.166663Z"
131.0,231,3137,"1","@AdrienneMwangi","Offensive","Walai I feel for the bride ,juuu after honeymoon  face_with_tears_of_joy  crying_face ",0.3425575196743011,"2026-02-25T06:39:06.190620Z",84953,"Mixed (Code-switching)",10.576,1,"neutral or positive","2025-07-30T08:12:28Z","Negative","[Offensive] Non-personal","Walai I feel for the bride ,juuu after honeymoon 😂😢","2026-02-25T06:39:06.190620Z"
132.0,232,3138,"1","@SelahMwendeKimathi","Irony/Sarcasm","Adi harusi tulifanya tukiwa watoi it was much more planned kuliko hiiii face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",0.3674890100955963,"2026-02-25T06:39:17.932348Z",84954,"Mixed (Code-switching)",11.365,24,"offensive language","2025-07-30T07:23:18Z","Negative","[Irony] Mock compliment","Adi harusi tulifanya tukiwa watoi it was much more planned kuliko hiiii😂😂😂😂😂","2026-02-25T06:39:17.932348Z"
133.0,233,3139,"1","@frankkalonzo9229","Constructive Criticism","The best one ever, this how it should be. Just be unique and move on like nothing happened.",0.3713954091072082,"2026-02-25T06:39:29.253453Z",84955,"Mixed (Code-switching)",10.73,0,"neutral or positive","2025-07-30T06:14:00Z","Positive","[CC] Supportive Speech","The best one ever, this how it should be. Just be unique and move on like nothing happened.","2026-02-25T06:39:29.253453Z"
134.0,234,3140,"1","@Mama-d8g6g","Constructive Criticism","Harusi tunayo",0.2848323583602905,"2026-02-25T06:39:37.394833Z",84956,"Mixed (Code-switching)",7.681,1,"irony","2025-07-30T06:07:37Z","Positive","[CC] Supportive Speech","Harusi tunayo","2026-02-25T06:39:37.394833Z"
135.0,235,3141,"1","@BenMwanza-d8v","Constructive Criticism","Mungu wetu n wa ajabu",0.3574504852294922,"2026-02-25T06:39:49.908527Z",84957,"Mixed (Code-switching)",12.008,0,"neutral or positive","2025-07-30T06:06:10Z","Neutral","[CC] Performance-based","Mungu wetu n wa ajabu","2026-02-25T06:39:49.908527Z"
136.0,236,3142,"1","@BenMwanza-d8v","Constructive Criticism","Maybe his father is very rich",0.2207074463367462,"2026-02-25T06:40:03.226402Z",84958,"Mixed (Code-switching)",12.846,0,"neutral or positive","2025-07-30T06:05:34Z","Neutral","[CC] Genuine feedback","Maybe his father is very rich","2026-02-25T06:40:03.226402Z"
137.0,237,3143,"1","@joyceadhiambo4063","Offensive","Them talons",0.3437968790531158,"2026-02-25T06:40:11.324091Z",84959,"Mixed (Code-switching)",7.617,1,"offensive language","2025-07-30T05:52:40Z","Negative","[Offensive] Non-personal","Them talons","2026-02-25T06:40:11.324091Z"
138.0,238,3144,"1","@judiemem-dd9sd","Constructive Criticism","Hii harusi nimeenjoy sana... face_with_tears_of_joy  party_popper  party_popper  red_heart ",0.3099333345890045,"2026-02-25T06:40:21.329279Z",84960,"Mixed (Code-switching)",9.484,10,"constructive criticism","2025-07-30T05:25:07Z","Positive","[CC] Genuine Praise","Hii harusi nimeenjoy sana...😂🎉🎉❤","2026-02-25T06:40:21.329279Z"
139.0,239,3145,"1","@ChristineNapokholo","Irony/Sarcasm"," rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing ",0.4258077144622803,"2026-02-25T06:40:30.088820Z",84961,"Plain Emoji",8.239,1,"offensive language","2025-07-30T05:11:14Z","Negative","[Irony] Mock Laughter","🤣🤣🤣🤣🤣🤣","2026-02-25T06:40:30.088820Z"
140.0,240,3146,"1","@obaraabraham9934","Offensive","This generation is absolutely fucked!",0.5116524696350098,"2026-02-25T06:41:01.593247Z",84962,"Mixed (Code-switching)",30.976,2,"offensive language","2025-07-30T03:16:21Z","Negative","[Offensive] Vulgar language (Matusi)","This generation is absolutely fucked!","2026-02-25T06:41:01.593247Z"
141.0,241,3147,"1","@fisherman2045","Irony/Sarcasm","Mama kijana ni mdogo kuliko bibi harusi face_with_tears_of_joy  smiling_face_with_smiling_eyes ",0.3358204364776611,"2026-02-25T06:41:12.103458Z",84963,"Mixed (Code-switching)",10.012,13,"neutral or positive","2025-07-30T00:53:01Z","Negative","[Irony] Mock compliment","Mama kijana ni mdogo kuliko bibi harusi😂😊","2026-02-25T06:41:12.103458Z"
142.0,242,3148,"1","@fisherman2045","Others","Na wazazi wako comfortable na mtoto wenu ameingizwa cult thinking_face hapa kuna ????marks",0.3149562478065491,"2026-02-25T06:41:30.543526Z",84964,"Mixed (Code-switching)",17.89,1,"neutral or positive","2025-07-30T00:51:52Z","Neutral","[Other] General Inquiry","Na wazazi wako comfortable na mtoto wenu ameingizwa cult🤔hapa kuna ????marks","2026-02-25T06:41:30.543526Z"
143.0,243,3149,"1","@OmondiTyson","Irony/Sarcasm","Funny wedding face_with_tears_of_joy  face_with_tears_of_joy ",0.760800302028656,"2026-02-25T06:41:51.031220Z",84965,"Mixed (Code-switching)",19.95,2,"irony","2025-07-29T23:42:11Z","Negative","[Irony] Mock compliment","Funny wedding😂😂","2026-02-25T06:41:51.031220Z"
144.0,244,3150,"1","@CelineMwende-s8b","Constructive Criticism","Hizo chain achoki nazo",0.2523894011974334,"2026-02-25T06:41:59.269084Z",84966,"Mixed (Code-switching)",7.716,2,"offensive language","2025-07-29T22:51:36Z","Neutral","[CC] Performance-based","Hizo chain achoki nazo","2026-02-25T06:41:59.269084Z"
145.0,245,3151,"1","@josephmwando7070","Offensive","Stupidy ujinga ushenzi",0.627634584903717,"2026-02-25T06:42:11.043896Z",84967,"Mixed (Code-switching)",11.228,0,"offensive language","2025-07-29T22:50:26Z","Negative","[Offensive] Vulgar language (Matusi)","Stupidy ujinga ushenzi","2026-02-25T06:42:11.043896Z"
146.0,246,3152,"1","@lovetoto-i7n","Irony/Sarcasm"," face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  hakuna dowa tena",0.2743842601776123,"2026-02-25T06:50:08.544837Z",84968,"Mixed (Code-switching)",476.966,1,"neutral or positive","2025-07-29T22:36:48Z","Negative","[Irony] Mock Laughter","😂😂😂😂😂😂 hakuna dowa tena","2026-02-25T06:50:08.544837Z"
147.0,247,3153,"1","@JessicaJessy-d8s","Constructive Criticism","Pastor ako wapi hii n harusi poa Sana Sana kushinda zote walai  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat ",0.4284859597682953,"2026-02-25T06:51:17.277432Z",84969,"Mixed (Code-switching)",68.167,1,"offensive language","2025-07-29T22:32:43Z","Positive","[CC] Supportive Speech","Pastor ako wapi hii n harusi poa Sana Sana kushinda zote walai 😅😅😅😅","2026-02-25T06:51:17.277432Z"
148.0,248,3154,"1","@paulinewangila-cs6ys","Offensive","Rot generation hawajuwi wanatoka wapi na wanaenda wapi kazi ni ulevi,mugukaa, sherehe,ujeuri na ukosefu wa nidhamu tattoos tuuu kwa mwili",0.7430859208106995,"2026-02-25T06:52:10.591470Z",84970,"Mixed (Code-switching)",52.776,2,"offensive language","2025-07-29T22:29:16Z","Negative","[Offensive] Vulgar language (Matusi)","Rot generation hawajuwi wanatoka wapi na wanaenda wapi kazi ni ulevi,mugukaa, sherehe,ujeuri na ukosefu wa nidhamu tattoos tuuu kwa mwili","2026-02-25T06:52:10.591470Z"
149.0,249,3155,"1","@essinyambu3121","Irony/Sarcasm"," face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  hizi ni gani aki",0.456306517124176,"2026-02-25T06:52:27.891639Z",84971,"Mixed (Code-switching)",16.768,8,"neutral or positive","2025-07-29T21:40:27Z","Negative","[Irony] Mock compliment","😂😂😂😂 hizi ni gani aki","2026-02-25T06:52:27.891639Z"
150.0,250,3156,"1","@gww-px8vc","Constructive Criticism","Life is spiritual,  i feel sorry for both something is off",0.4521285891532898,"2026-02-25T06:52:36.352181Z",84972,"English",7.974,25,"neutral or positive","2025-07-29T20:51:08Z","Positive","[CC] Supportive Speech","Life is spiritual,  i feel sorry for both something is off","2026-02-25T06:52:36.352181Z"
151.0,251,3157,"1","@sophienamu1156","Cyberbullying","Huyu si dame ni mumama face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",0.4079693853855133,"2026-02-25T06:52:48.262348Z",84973,"Mixed (Code-switching)",11.427,10,"neutral or positive","2025-07-29T20:05:45Z","Negative","[Bullying] Humiliation","Huyu si dame ni mumama😂😂😂","2026-02-25T06:52:48.262348Z"
152.0,252,3158,"1","@josephndungu3053","Irony/Sarcasm","Crazy gen zii face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",0.387283593416214,"2026-02-25T06:52:59.146909Z",84974,"Mixed (Code-switching)",10.35,4,"offensive language","2025-07-29T19:54:46Z","Negative","[Irony] Mock compliment","Crazy gen zii😂😂😂😂😂","2026-02-25T06:52:59.146909Z"
153.0,253,3159,"1","@stanleymwakilishi1634","Constructive Criticism","Awa walikua tala kdo kuzika mvutaji mwenzio ndo wakakuja kwa harusi",0.3862855732440948,"2026-02-25T06:53:19.675528Z",84975,"Mixed (Code-switching)",19.973,6,"irony","2025-07-29T19:52:21Z","Neutral","[CC] Supportive Speech","Awa walikua tala kdo kuzika mvutaji mwenzio ndo wakakuja kwa harusi","2026-02-25T06:53:19.675528Z"
154.0,254,3160,"1","@alicell2804","Irony/Sarcasm"," face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy hizo zombi na zombie ndo mawhat
Alafu Jana Kwa Obinna TV wuee mamorio walijitambua face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",0.3402857482433319,"2026-02-25T07:04:41.396543Z",84976,"Mixed (Code-switching)",681.214,7,"offensive language","2025-07-29T19:23:24Z","Negative","[Irony] Mock compliment","😂😂😂😂😂hizo zombi na zombie ndo mawhat
Alafu Jana Kwa Obinna TV wuee mamorio walijitambua😂😂😂😂","2026-02-25T07:04:41.396543Z"
155.0,255,3161,"1","@maryteresia8240","Others","Real wedding or acting?",0.3317649364471435,"2026-02-25T07:04:53.659019Z",84977,"English",11.703,1,"neutral or positive","2025-07-29T19:15:10Z","Neutral","[Other] General Inquiry","Real wedding or acting?","2026-02-25T07:04:53.659019Z"
156.0,256,3162,"1","@passlinemedia6657","Others","Hakuna ata DJ ?",0.3505582809448242,"2026-02-25T07:05:03.661373Z",84978,"Mixed (Code-switching)",9.453,3,"neutral or positive","2025-07-29T18:46:26Z","Neutral","[Other] General Inquiry","Hakuna ata DJ ?","2026-02-25T07:05:03.661373Z"
157.0,257,3163,"1","@grantonjoseph1447","Irony/Sarcasm","𝑀𝑘𝑜 𝑠𝑢𝑟𝑒 ℎ𝑢𝑦𝑢 𝑠𝑖 𝑚𝑡𝑜𝑡𝑜 𝑤𝑎 𝑀𝑎𝑖𝑛𝑎 𝑁𝑗𝑒𝑛𝑔𝑎,
𝑀𝑏𝑜𝑛𝑎 𝑤𝑎𝑛𝑎𝑓𝑎𝑛𝑎𝑛𝑎?",0.6052619814872742,"2026-02-25T07:14:38.491433Z",84979,"Mixed (Code-switching)",18.071,2,"neutral or positive","2025-07-29T18:21:26Z","Negative","[Irony] Mock compliment","𝑀𝑘𝑜 𝑠𝑢𝑟𝑒 ℎ𝑢𝑦𝑢 𝑠𝑖 𝑚𝑡𝑜𝑡𝑜 𝑤𝑎 𝑀𝑎𝑖𝑛𝑎 𝑁𝑗𝑒𝑛𝑔𝑎,
𝑀𝑏𝑜𝑛𝑎 𝑤𝑎𝑛𝑎𝑓𝑎𝑛𝑎𝑛𝑎?","2026-02-25T07:14:38.491433Z"
158.0,258,3164,"1","@Terikfinest2540","Irony/Sarcasm","Apa mtu akitokea kuvuruga hii wedding atakula kibare kibao face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",0.5444231033325195,"2026-02-25T07:52:46.180648Z",84980,"Mixed (Code-switching)",380.748,6,"offensive language","2025-07-29T17:22:40Z","Negative","[Irony] Mock compliment","Apa mtu akitokea kuvuruga hii wedding atakula kibare kibao😂😂😂😂😂","2026-02-25T07:52:46.180648Z"
159.0,259,3165,"1","@LLYKEJONNESS","Constructive Criticism","Best Wedding  ring  ring  ring  ever!!reallness  red_heart ",0.2680284976959228,"2026-02-25T07:52:55.267794Z",84981,"English",8.845,9,"offensive language","2025-07-29T16:30:09Z","Positive","[CC] Genuine Praise","Best Wedding 💍💍💍 ever!!reallness ❤","2026-02-25T07:52:55.267794Z"
160.0,260,3166,"1","@joanchepkemboi1685","Irony/Sarcasm","The soloist during reception  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing ",0.3205985426902771,"2026-02-25T07:53:06.520959Z",84982,"Mixed (Code-switching)",10.91,6,"offensive language","2025-07-29T16:23:21Z","Negative","[Irony] Mock compliment","The soloist during reception 🤣🤣🤣🤣🤣","2026-02-25T07:53:06.520959Z"
161.0,261,3167,"1","@Themarkleonfamily","Others","Nipitie niwapitie guys",0.3850034773349762,"2026-02-25T07:53:18.612874Z",84983,"Mixed (Code-switching)",11.84,2,"neutral or positive","2025-07-29T16:22:06Z","Negative","[Other] Spam","Nipitie niwapitie guys","2026-02-25T07:53:18.612874Z"
162.0,262,3168,"1","@theheraldbroadcastingnetwo4836","Irony/Sarcasm","Tei c maji face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",0.3387514054775238,"2026-02-25T07:53:29.590081Z",84984,"Mixed (Code-switching)",10.744,1,"neutral or positive","2025-07-29T16:04:47Z","Negative","[Irony] Mock Laughter","Tei c maji😂😂😂😂","2026-02-25T07:53:29.590081Z"
163.0,263,3169,"1","@SharonShibira","Constructive Criticism","Kwani harusi ilikuwa ya majamaa Tu wueeh",0.3430623114109039,"2026-02-25T07:53:40.683283Z",84985,"Mixed (Code-switching)",10.864,2,"irony","2025-07-29T15:58:38Z","Positive","[CC] Performance-based","Kwani harusi ilikuwa ya majamaa Tu wueeh","2026-02-25T07:53:40.683283Z"
164.0,264,3170,"1","@SharonShibira","Irony/Sarcasm","This is funny wueh SASA hakuna gospel ilichezwa which kind of a wedding is this .... crying_face  crying_face  crying_face ",0.5743648409843445,"2026-02-25T08:24:10.442983Z",84986,"Mixed (Code-switching)",1829.474,3,"irony","2025-07-29T15:56:35Z","Negative","[Irony] Mock compliment","This is funny wueh SASA hakuna gospel ilichezwa which kind of a wedding is this ....😢😢😢","2026-02-25T08:24:10.442983Z"
165.0,265,3171,"1","@ChillyphylomillyAwino","Irony/Sarcasm","Short wedding  red_heart ",0.3159599304199219,"2026-02-25T08:24:22.063809Z",84987,"Mixed (Code-switching)",11.114,1,"hate speech","2025-07-29T14:58:55Z","Negative","[Irony] Rhetorical Question","Short wedding ❤","2026-02-25T08:24:22.063809Z"
166.0,266,3172,"1","@DamariesMutinda-c3b","Constructive Criticism","Mko wapi wale wa,,,'Mungu kama huyu nitatulia' hamtaki kama huyu",0.2993671894073486,"2026-02-25T08:24:32.387733Z",84988,"Mixed (Code-switching)",9.838,2,"neutral or positive","2025-07-29T14:32:58Z","Positive","[CC] Decision-criticism","Mko wapi wale wa,,,'Mungu kama huyu nitatulia' hamtaki kama huyu","2026-02-25T08:24:32.387733Z"
167.0,267,3173,"1","@azerebevaline4143","Constructive Criticism","Mungu saidia face_with_tears_of_joy  face_with_tears_of_joy ",0.4456004798412323,"2026-02-25T08:24:42.796200Z",84989,"Mixed (Code-switching)",10.035,1,"neutral or positive","2025-07-29T14:27:20Z","Neutral","[CC] Supportive Speech","Mungu saidia😂😂","2026-02-25T08:24:42.796200Z"
168.0,268,3174,"1","@maryatieno9130","Irony/Sarcasm"," rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing ",0.3608650267124176,"2026-02-25T08:24:52.192701Z",84990,"Plain Emoji",9.027,2,"offensive language","2025-07-29T14:14:05Z","Negative","[Irony] Mock Laughter","🤣🤣🤣🤣","2026-02-25T08:24:52.192701Z"
169.0,269,3175,"1","@charitychiqa","Constructive Criticism","Parents approved this? 
Especially the girls parents.


I feel for this girl",0.4410120546817779,"2026-02-25T08:25:01.315193Z",84991,"Mixed (Code-switching)",8.676,2,"neutral or positive","2025-07-29T13:34:25Z","Negative","[CC] Decision-criticism","Parents approved this? 
Especially the girls parents.


I feel for this girl","2026-02-25T08:25:01.315193Z"
170.0,270,3176,"1","@RahabMbugua-pp9ex","Constructive Criticism","Wee this is not normal aki grinning_face_with_sweat ",0.4445459246635437,"2026-02-25T08:25:17.580736Z",84992,"Mixed (Code-switching)",15.852,2,"offensive language","2025-07-29T13:24:50Z","Neutral","[CC] Performance-based","Wee this is not normal aki😅","2026-02-25T08:25:17.580736Z"
171.0,271,3177,"1","@kellen-maina","Irony/Sarcasm","Yani after wedding U r here explaining how it was  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy U man nakuona  nerd_face ",0.3239012062549591,"2026-02-25T08:30:55.025260Z",84993,"Mixed (Code-switching)",226.31799999999998,3,"offensive language","2025-07-29T12:27:27Z","Negative","[Irony] Mock compliment","Yani after wedding U r here explaining how it was 😂😂😂😂U man nakuona 🤓","2026-02-25T08:30:55.025260Z"
172.0,272,3178,"1","@Judith-p5m8i","Misinformation","Hawa ni macurlt tu",0.3463295996189117,"2026-02-25T08:31:16.660019Z",84994,"Mixed (Code-switching)",21.208,1,"offensive language","2025-07-29T11:36:36Z","Neutral","[Misinfo] Fabricated Content (Fake News)","Hawa ni macurlt tu","2026-02-25T08:31:16.660019Z"
173.0,273,3179,"1","@eyekonicBlink10","Offensive","YUCK. CLASSLESS",0.3527746498584747,"2026-02-25T08:31:52.559376Z",84995,"Mixed (Code-switching)",35.52,2,"offensive language","2025-07-29T10:37:13Z","Negative","[Offensive] Vulgar language (Matusi)","YUCK. CLASSLESS","2026-02-25T08:31:52.559376Z"
174.0,274,3180,"1","@swahili2worldtv","Constructive Criticism","Hahaha I wasn't ready for that  grinning_face_with_sweat  grinning_face_with_sweat . Anyway good wedding.  I pray for y'all  folded_hands_light_skin_tone   palms_up_together .",0.4046012163162231,"2026-02-25T08:33:05.888692Z",84996,"Mixed (Code-switching)",72.98,2,"offensive language","2025-07-29T10:10:22Z","Positive","[CC] Supportive Speech","Hahaha I wasn't ready for that 😅😅. Anyway good wedding.  I pray for y'all 🙏🏻 🤲.","2026-02-25T08:33:05.888692Z"
175.0,275,3181,"1","@catherinemusyimi8591","Offensive","this gen z was introduced to the cult  crying_face it wasn't a wedding  ring  but something like so that they can come together to be monitored  thinking_face . Someone big is behind everything happening now.",0.3728419542312622,"2026-02-25T08:33:17.746155Z",84997,"Mixed (Code-switching)",11.417,8,"offensive language","2025-07-29T10:00:35Z","Negative","[Offensive] Non-personal","this gen z was introduced to the cult 😢it wasn't a wedding 💍 but something like so that they can come together to be monitored 🤔. Someone big is behind everything happening now.","2026-02-25T08:33:17.746155Z"
176.0,276,3182,"1","@bettykasandiko9725","Irony/Sarcasm","Shangweeeee haleluya grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat  party_popper  party_popper ",0.3697080016136169,"2026-02-25T08:33:29.211465Z",84998,"Mixed (Code-switching)",11.062,5,"offensive language","2025-07-29T09:59:36Z","Negative","[Irony] Mock Laughter","Shangweeeee haleluya😅😅😅😅😅🎉🎉","2026-02-25T08:33:29.211465Z"
177.0,277,3183,"1","@stephenkasenge4688","Offensive","This is a losr generation.  Wacha tuanze kuangalia gen alpha coz weh, this gen z thing is gone",0.4108880758285522,"2026-02-25T08:33:38.464672Z",84999,"Mixed (Code-switching)",8.84,2,"neutral or positive","2025-07-29T09:45:54Z","Negative","[Other] General Others","This is a losr generation.  Wacha tuanze kuangalia gen alpha coz weh, this gen z thing is gone","2026-02-25T08:33:38.464672Z"
178.0,278,3184,"1","@patowteyci4713","Offensive","Naona mzagatas",0.2782900929450989,"2026-02-25T08:33:48.547988Z",85000,"Mixed (Code-switching)",9.711,1,"offensive language","2025-07-29T09:41:31Z","Negative","[Offensive] Sex-based","Naona mzagatas","2026-02-25T08:33:48.547988Z"
179.0,279,3185,"1","@RuckiaHamza-fo3ln","Constructive Criticism"," face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy aiii ziiii",0.3420362174510956,"2026-02-25T08:34:23.587942Z",85001,"Mixed (Code-switching)",34.576,5,"neutral or positive","2025-07-29T09:31:45Z","Negative","[CC] Performance-based","😂😂😂aiii ziiii","2026-02-25T08:34:23.587942Z"
180.0,280,3186,"1","@DebbyMoh","Others","What is the meaning of bride and Bride groom",0.4642589688301086,"2026-02-25T10:56:18.948356Z",85002,"Mixed (Code-switching)",8236.967,3,"neutral or positive","2025-07-29T09:30:22Z","Neutral","[Other] General Inquiry","What is the meaning of bride and Bride groom","2026-02-25T10:56:18.948356Z"
181.0,281,3187,"1","@LizEliza-m4r","Irony/Sarcasm","Ww mwenyewe unafanana na bwanaharusi face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",0.3721746802330017,"2026-02-25T10:57:01.416672Z",85003,"Mixed (Code-switching)",41.958,52,"neutral or positive","2025-07-29T09:15:06Z","Negative","[Irony] Mock compliment","Ww mwenyewe unafanana na bwanaharusi😂😂😂","2026-02-25T10:57:01.416672Z"
182.0,282,3188,"1","@HellenKerubo99","Others","Mwaka moja tu then... face_with_open_mouth  Acha  ninyamanze",0.4098226428031921,"2026-02-25T10:58:10.934077Z",85004,"Swahili",69.029,2,"neutral or positive","2025-07-29T08:49:16Z","Neutral","[Other] General Others","Mwaka moja tu then...😮 Acha  ninyamanze","2026-02-25T10:58:10.934077Z"
183.0,283,3189,"1","@Purity-q6d","Irony/Sarcasm"," face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy wazazi walikubali tu",0.3219105303287506,"2026-02-25T11:22:33.658957Z",85005,"Mixed (Code-switching)",1462.42,14,"neutral or positive","2025-07-29T08:31:51Z","Negative","[Irony] Mock compliment","😂😂😂wazazi walikubali tu","2026-02-25T11:22:33.658957Z"
184.0,284,3190,"1","@nyiturikiangel","Constructive Criticism","Everything was normal but fake friends just",0.4342671930789947,"2026-02-25T17:29:05.306649Z",85006,"English",641.376,1,"neutral or positive","2025-07-29T08:27:45Z","Neutral","[CC] Decision-criticism","Everything was normal but fake friends just","2026-02-25T17:29:05.306649Z"
185.0,285,3191,"1","@AnnGesare-v2v","Irony/Sarcasm","Mko sure hii ni harusi face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",0.2801995277404785,"2026-02-25T17:29:19.536425Z",85007,"Mixed (Code-switching)",13.973,3,"offensive language","2025-07-29T08:07:35Z","Negative","[Irony] Mock compliment","Mko sure hii ni harusi😂😂😂😂","2026-02-25T17:29:19.536425Z"
186.0,286,3192,"1","@WambuiKibanya","Irony/Sarcasm","I feel for the bride because after honeymoon phasee face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ... reality will unravel  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy chaos will start",0.3600891530513763,"2026-02-25T17:29:45.494913Z",85008,"Mixed (Code-switching)",25.64,3,"neutral or positive","2025-07-29T08:02:37Z","Negative","[Irony] Hyperbolic understatement","I feel for the bride because after honeymoon phasee😂😂😂😂... reality will unravel 😂😂😂😂chaos will start","2026-02-25T17:29:45.494913Z"
187.0,287,3193,"1","@WambuiKibanya","Irony/Sarcasm","Shangwee halleluyaa face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",0.347286194562912,"2026-02-25T17:30:33.751178Z",85009,"Swahili",48.016,23,"neutral or positive","2025-07-29T08:01:34Z","Neutral","[Irony] Mock Laughter","Shangwee halleluyaa😂😂😂😂","2026-02-25T17:30:33.751178Z"
188.0,288,3194,"1","@Wairimubeth-m5z","Offensive","Illuminati wedding",0.3193151950836181,"2026-02-25T17:31:09.204090Z",85010,"Mixed (Code-switching)",35.22,1,"neutral or positive","2025-07-29T07:49:21Z","Negative","[Offensive] Non-personal","Illuminati wedding","2026-02-25T17:31:09.204090Z"
189.0,289,3195,"1","@MaryWaithera-v5p","Others","That part really got mi  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat  face_with_tears_of_joy ",0.5819703936576843,"2026-02-25T17:32:04.651242Z",85011,"Mixed (Code-switching)",55.189,5,"offensive language","2025-07-29T07:45:06Z","Neutral","[Other] General Others","That part really got mi 😅😅😅😂","2026-02-25T17:32:04.651242Z"
