Unnamed: 0,Unnamed: 0.1,annotation_id,annotator,author,category,clean_text,confidence_score,created_at,id,language,lead_time,likes,predicted_label,published_at,sentiment,subcategory,text,updated_at
37.0,366,3272,1,@JoyceKiarie-j3i,Constructive Criticism,Obina ii ni kitu ulikua umepanga na umekosea sabrina n culture coz wao hawakua wamekuja mabishano,0.7300890684127808,2026-02-25T18:17:13.841821Z,85088,Mixed (Code-switching),17.115,0,offensive language,2025-07-08T20:28:26Z,Neutral,[CC] Performance-based,Obina ii ni kitu ulikua umepanga na umekosea sabrina n culture coz wao hawakua wamekuja mabishano,2026-02-25T18:17:13.842399Z
38.0,367,3273,1,@TENDAILYYOUTHGROUP,Constructive Criticism,UYU WA RED ANAKAA ALIKUA NAYO TU,0.4419387876987457,2026-02-25T18:17:25.412091Z,85089,Mixed (Code-switching),11.314,0,neutral or positive,2025-07-08T04:21:44Z,Neutral,[CC] Genuine feedback,UYU WA RED ANAKAA ALIKUA NAYO TU,2026-02-25T18:17:25.413089Z
39.0,368,3274,1,@PerisMacharia-n7c,Irony/Sarcasm,Alienda kukuliwa Dubai...and now the cowife is bitter face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,0.5549787282943726,2026-02-25T18:17:46.329012Z,85090,Mixed (Code-switching),20.669,1,offensive language,2025-07-07T21:23:35Z,Negative,[Irony] Mock compliment,Alienda kukuliwa Dubai...and now the cowife is bitter😂😂😂😂,2026-02-25T18:17:46.329012Z
40.0,369,3275,1,@AribaDjke-y4,Offensive, face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy mboro was jus chilling then boooom face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,0.4811513423919678,2026-02-25T18:17:55.094371Z,85091,Mixed (Code-switching),8.527,0,offensive language,2025-07-06T12:39:23Z,Negative,[Offensive] Sex-based,😂😂😂😂mboro was jus chilling then boooom😂😂😂,2026-02-25T18:17:55.094371Z
41.0,370,3276,1,@AnnMukiri-k5j,Offensive,Huyu msee ameshika gwatiiii kabla akuje hapa juu wee syo hivi,0.476611465215683,2026-02-25T18:18:10.674625Z,85092,Mixed (Code-switching),15.334,0,irony,2025-07-05T01:29:12Z,Negative,[Offensive] Sex-based,Huyu msee ameshika gwatiiii kabla akuje hapa juu wee syo hivi,2026-02-25T18:18:10.674625Z
42.0,371,3277,1,@genevieveedwards6303,Irony/Sarcasm, face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,0.3975022137165069,2026-02-25T18:18:20.942237Z,85093,Plain Emoji,10.027,0,neutral or positive,2025-07-01T19:59:14Z,Neutral,[Irony] Mock Laughter,😂😂😂😂,2026-02-25T18:18:20.942237Z
43.0,372,3278,1,@genevieveedwards6303,Constructive Criticism,Social media crying_face  never forgets,0.3950028121471405,2026-02-25T18:18:31.493370Z,85094,English,10.312,0,offensive language,2025-07-01T19:51:38Z,Neutral,[CC] Genuine feedback,Social media😢 never forgets,2026-02-25T18:18:31.493370Z
44.0,373,3279,1,@flossym878,Irony/Sarcasm,FBI wueeh face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,0.4189488291740417,2026-02-25T18:18:44.720874Z,85095,Mixed (Code-switching),12.91,0,offensive language,2025-06-30T23:25:00Z,Negative,[Irony] Mock compliment,FBI wueeh😂😂😂😂,2026-02-25T18:18:44.720874Z
45.0,374,3280,1,@ongubobryan2392,Offensive,this is stupid,0.5586812496185303,2026-02-25T18:18:51.934493Z,85096,English,6.987,0,offensive language,2025-06-30T06:25:47Z,Negative,[Offensive] Non-personal,this is stupid,2026-02-25T18:18:51.934493Z
46.0,375,3281,1,@magarabrian1997,Constructive Criticism,"apologies to that couple  ,, ujafanya poa head_shaking_horizontally  head_shaking_horizontally ",0.3756158351898193,2026-02-25T18:19:01.851472Z,85097,Mixed (Code-switching),9.683,0,offensive language,2025-06-27T22:41:41Z,Neutral,[CC] Genuine feedback,"apologies to that couple  ,, ujafanya poa🙂‍↔️🙂‍↔️",2026-02-25T18:19:01.851472Z
47.0,376,3282,1,@RoselyneMalety,Constructive Criticism,Na support Hannah..coz ako confidence na energetic...bt Sabrina a style up...,0.4745704233646393,2026-02-25T18:19:54.809274Z,85098,Mixed (Code-switching),52.721,0,neutral or positive,2025-06-27T17:27:12Z,Neutral,[CC] Genuine feedback,Na support Hannah..coz ako confidence na energetic...bt Sabrina a style up...,2026-02-25T18:19:54.809274Z
48.0,377,3283,1,@demoraah6552,Irony/Sarcasm,Wapi results za oasis ya hosi mlienda fast...hii kitu n ukweli hanna ulikua nayo face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy alafu waaaaaah huku inje sio kuzuri na jamaa mwenyewe n AK47 na ako na wanawake hao wote face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,0.3670003116130829,2026-02-25T18:20:15.658449Z,85099,Mixed (Code-switching),20.612,0,offensive language,2025-06-26T18:04:03Z,Negative,[Irony] Mock compliment,Wapi results za oasis ya hosi mlienda fast...hii kitu n ukweli hanna ulikua nayo😂😂😂😂😂😂😂alafu waaaaaah huku inje sio kuzuri na jamaa mwenyewe n AK47 na ako na wanawake hao wote😂😂😂😂😂,2026-02-25T18:20:15.658449Z
49.0,378,3284,1,@HellenKagwi,Constructive Criticism,Very wrong!!!!never do this again Obinna kindly,0.432591438293457,2026-02-25T18:20:28.173804Z,85100,English,12.281,0,offensive language,2025-06-21T13:17:35Z,Neutral,[CC] Performance-based,Very wrong!!!!never do this again Obinna kindly,2026-02-25T18:20:28.173804Z
50.0,379,3285,1,@nicodemusratemo2037,Offensive,Nonsense,0.6721376180648804,2026-02-25T18:20:35.894367Z,85101,English,7.409,0,offensive language,2025-06-13T21:50:22Z,Negative,[Offensive] Vulgar language (Matusi),Nonsense,2026-02-25T18:20:35.894367Z
51.0,380,3286,1,@LuciaWairimu-g5b,Irony/Sarcasm,Hiyo ni kalli grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat ,0.384751945734024,2026-02-25T18:20:45.626585Z,85102,Mixed (Code-switching),9.497,0,offensive language,2025-06-12T12:48:08Z,Negative,[Irony] Mock compliment,Hiyo ni kalli😅😅😅,2026-02-25T18:20:45.626585Z
52.0,381,3287,1,@LuciaWairimu-g5b,Irony/Sarcasm,Hiyo kiss bana  face_with_open_mouth ,0.2654140591621399,2026-02-25T18:21:15.276365Z,85103,Mixed (Code-switching),29.406,0,neutral or positive,2025-06-12T12:33:58Z,Neutral,[Irony] Rhetorical Question,Hiyo kiss bana 😮,2026-02-25T18:21:15.276365Z
53.0,382,3288,1,@SimonNgugi-fc6xj,Constructive Criticism,ii couple jamani  face_with_tears_of_joy ,0.3137722909450531,2026-02-25T18:21:26.327250Z,85104,Mixed (Code-switching),10.814,0,irony,2025-06-11T09:41:06Z,Neutral,[CC] Genuine feedback,ii couple jamani 😂,2026-02-25T18:21:26.327250Z
54.0,383,3289,1,@lucianalawrence9155,Constructive Criticism,"Hannah toa results za oasis...this were results for the second test.
Maybe Sabrina is right,who knows.",0.4146867394447326,2026-02-25T18:21:38.161577Z,85105,Mixed (Code-switching),11.421,0,neutral or positive,2025-06-09T09:03:07Z,Neutral,[CC] Genuine feedback,"Hannah toa results za oasis...this were results for the second test.
Maybe Sabrina is right,who knows.",2026-02-25T18:21:38.161577Z
55.0,384,3290,1,@KyumwaMutua,Cyberbullying,Hannah benta you are so very silly,0.5581092238426208,2026-02-25T18:21:47.614664Z,85106,Mixed (Code-switching),9.213,0,irony,2025-06-07T21:21:18Z,Negative,[Bullying] Direct Insult,Hannah benta you are so very silly,2026-02-25T18:21:47.614664Z
56.0,385,3291,1,@stellakerubo4834,Offensive,The 2ladies yaani hawajipendi kabisaaaa.....sharing a man in the same room....wako too desperate,0.3307167291641235,2026-02-25T18:24:46.846831Z,85107,Mixed (Code-switching),50.749,0,offensive language,2025-06-05T03:59:26Z,Neutral,[Offensive] Non-personal,The 2ladies yaani hawajipendi kabisaaaa.....sharing a man in the same room....wako too desperate,2026-02-25T18:24:46.846831Z
57.0,386,3292,1,@stellakerubo4834,Constructive Criticism,Hata kama walipewa dawa na huyo mwanaume wao pia angepatiwa dawa..if not the cycle continues....,0.3989384770393371,2026-02-25T18:25:07.524673Z,85108,Mixed (Code-switching),20.435,0,neutral or positive,2025-06-05T03:57:35Z,Neutral,[CC] Supportive Speech,Hata kama walipewa dawa na huyo mwanaume wao pia angepatiwa dawa..if not the cycle continues....,2026-02-25T18:25:07.524673Z
58.0,387,3293,1,@shalyneandary7036,Irony/Sarcasm," face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat   watching after 3weeks ,,,",0.271014928817749,2026-02-25T18:25:21.165127Z,85109,Plain Emoji,13.416,0,offensive language,2025-06-03T22:00:16Z,Neutral,[Irony] Mock Laughter,"😂😂😂😂😅😅😅  watching after 3weeks ,,,",2026-02-25T18:25:21.166131Z
59.0,388,3294,1,@salomeonyango8509,Constructive Criticism,Tunataka results za kisii. Sio za Agha Khan,0.3509128391742706,2026-02-25T18:25:31.442077Z,85110,Mixed (Code-switching),10.041,0,neutral or positive,2025-06-02T18:08:14Z,Neutral,[CC] Genuine feedback,Tunataka results za kisii. Sio za Agha Khan,2026-02-25T18:25:31.442077Z
60.0,389,3295,1,@salomeonyango8509,Constructive Criticism,"Next time, please protect the interviewee.  You should have booked Hanna for another interview.  Waaaah!!",0.268973559141159,2026-02-25T18:25:41.080172Z,85111,Mixed (Code-switching),9.405,0,neutral or positive,2025-06-02T18:07:27Z,Neutral,[CC] Performance-based,"Next time, please protect the interviewee.  You should have booked Hanna for another interview.  Waaaah!!",2026-02-25T18:25:41.080172Z
61.0,390,3296,1,@boywakitui3857,Irony/Sarcasm,ZIET face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy LOVE CULTURE  beating_heart  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,0.3119572401046753,2026-02-25T18:25:53.053371Z,85112,Mixed (Code-switching),11.755,1,neutral or positive,2025-05-26T15:51:55Z,Negative,[Irony] Mock Laughter,ZIET😂😂😂LOVE CULTURE 💓😂😂😂,2026-02-25T18:25:53.053371Z
62.0,391,3297,1,@mylacetsindori7346,Constructive Criticism,I like the guy face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  aka na vibe plus ako mature smiling_face_with_smiling_eyes  smiling_face_with_smiling_eyes ,0.6750990748405457,2026-02-25T18:26:04.274666Z,85113,Mixed (Code-switching),10.99,0,neutral or positive,2025-05-26T13:54:39Z,Positive,[CC] Genuine Praise,I like the guy😂😂😂 aka na vibe plus ako mature😊😊,2026-02-25T18:26:04.274666Z
63.0,392,3298,1,@fbelons,Constructive Criticism,"On that disease, I think it is misinformation. We need to understand STI, UTI and Candidiasis. In this case I think it was Candidiasis.",0.6344600319862366,2026-02-25T18:26:17.297874Z,85114,English,12.804,0,offensive language,2025-05-26T10:07:28Z,Positive,[CC] Supportive Speech,"On that disease, I think it is misinformation. We need to understand STI, UTI and Candidiasis. In this case I think it was Candidiasis.",2026-02-25T18:26:17.297874Z
64.0,393,3299,1,@Vee-t5o,Constructive Criticism,Gosh! Obinna you need to apologize to us for making us watch such a dignity-less episode! You are killing your brand,0.5957525372505188,2026-02-25T18:27:15.054910Z,85115,Mixed (Code-switching),57.518,0,offensive language,2025-05-24T20:53:34Z,Positive,[CC] Performance-based,Gosh! Obinna you need to apologize to us for making us watch such a dignity-less episode! You are killing your brand,2026-02-25T18:27:15.054910Z
65.0,394,3300,1,@magarematara8919,Others,So culture is listening as if he has a woman here,0.2994943261146545,2026-02-25T18:27:30.581058Z,85116,English,15.274,0,irony,2025-05-24T13:49:07Z,Neutral,[Other] General Inquiry,So culture is listening as if he has a woman here,2026-02-25T18:27:30.581058Z
66.0,395,3301,1,@magarematara8919,Hate Speech,Haki hawa wakisii wetu watu Nyanchwa wanatuchomea kusinda Cosmoi Choi and Osoro combined,0.3170750141143799,2026-02-25T18:27:44.824788Z,85117,Mixed (Code-switching),14.012,0,hate speech,2025-05-24T13:35:54Z,Negative,[Hate Speech] Ethical/racial group (Tribalism),Haki hawa wakisii wetu watu Nyanchwa wanatuchomea kusinda Cosmoi Choi and Osoro combined,2026-02-25T18:27:44.824788Z
67.0,396,3302,1,@magarematara8919,Constructive Criticism,"Youngman,you have a long journey to go,you have a Kisii n a Luo woman n these very problematic ,you cannot leave one n enjoy your freedom",0.3058735132217407,2026-02-25T18:41:57.035217Z,85118,Mixed (Code-switching),194.381,0,offensive language,2025-05-24T12:39:18Z,Neutral,[CC] Genuine feedback,"Youngman,you have a long journey to go,you have a Kisii n a Luo woman n these very problematic ,you cannot leave one n enjoy your freedom",2026-02-25T18:41:57.035217Z
68.0,397,3303,1,@magarematara8919,Offensive,Hiyo ya 3 some ndio tunataka,0.3509683012962341,2026-02-25T18:42:08.036726Z,85119,Mixed (Code-switching),10.692,0,neutral or positive,2025-05-24T12:05:16Z,Negative,[Offensive] Sex-based,Hiyo ya 3 some ndio tunataka,2026-02-25T18:42:08.036726Z
69.0,398,3304,1,@magarematara8919,Others,So Sabrina ndio drama queen who broke everything kwa huyu kijana???,0.3091720640659332,2026-02-25T18:42:22.413482Z,85120,Mixed (Code-switching),14.14,0,irony,2025-05-24T09:49:40Z,Neutral,[Other] General Inquiry,So Sabrina ndio drama queen who broke everything kwa huyu kijana???,2026-02-25T18:42:22.413482Z
70.0,399,3305,1,@LydiaCheboi,Cyberbullying,Hannah n takataka Tu tena ya kayole  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,0.4802274107933044,2026-02-25T18:42:42.364928Z,85121,Mixed (Code-switching),19.707,0,offensive language,2025-05-21T08:17:45Z,Negative,[Bullying] Direct Insult,Hannah n takataka Tu tena ya kayole 😂😂😂😂,2026-02-25T18:42:42.364928Z
71.0,400,3306,1,@EmishBakoka-wr8sw,Constructive Criticism,Culture is vibe men,0.3385754227638244,2026-02-25T18:51:58.088252Z,85122,Mixed (Code-switching),555.457,1,neutral or positive,2025-05-20T11:03:20Z,Neutral,[CC] Genuine Praise,Culture is vibe men,2026-02-25T18:51:58.088252Z
72.0,401,3307,1,@entertainmenttoday420,Constructive Criticism,I bet deep down culture alitoka hapa akisema Huyu Dame akoh naye Ni temporarily option,0.6216472387313843,2026-02-25T18:55:46.097015Z,85123,Mixed (Code-switching),227.643,0,neutral or positive,2025-05-19T17:24:09Z,Neutral,[CC] Genuine feedback,I bet deep down culture alitoka hapa akisema Huyu Dame akoh naye Ni temporarily option,2026-02-25T18:55:46.097015Z
73.0,402,3308,1,@garveyinc,Offensive,a very useless episode obinna..hawa watu wa tiktok achana nao kabsaaaa..not educative.,0.5934628844261169,2026-02-25T18:56:07.854532Z,85124,Mixed (Code-switching),21.344,0,offensive language,2025-05-19T08:39:08Z,Negative,[Offensive] Non-personal,a very useless episode obinna..hawa watu wa tiktok achana nao kabsaaaa..not educative.,2026-02-25T18:56:07.854532Z
74.0,403,3309,1,@garveyinc,Offensive,mmeamua kutuletea 3vienyejiz  wa kucome kwa show beaming_face_with_smiling_eyes ,0.529399573802948,2026-02-25T18:56:26.107464Z,85125,Mixed (Code-switching),17.95,0,irony,2025-05-19T08:02:51Z,Negative,[Offensive] Vulgar language (Matusi),mmeamua kutuletea 3vienyejiz  wa kucome kwa show😁,2026-02-25T18:56:26.107464Z
75.0,404,3310,1,@kentrellgolden3523,Others,aaah heee,0.3749202787876129,2026-02-25T18:56:42.854769Z,85126,Mixed (Code-switching),16.352,0,irony,2025-05-18T06:54:27Z,Neutral,[Other] General Others,aaah heee,2026-02-25T18:56:42.854769Z
76.0,405,3311,1,@BRENDABARASA-h2d,Irony/Sarcasm,Something is just off about this interview  face_with_tears_of_joy ,0.5112851858139038,2026-02-25T18:57:13.721661Z,85127,Mixed (Code-switching),30.53,0,offensive language,2025-05-18T05:07:24Z,Negative,[Irony] Mock compliment,Something is just off about this interview 😂,2026-02-25T18:57:13.721661Z
77.0,406,3312,1,@kenyaningermany,Irony/Sarcasm,KENYAAAAAAA grinning_face_with_sweat  face_with_tears_of_joy  rolling_on_the_floor_laughing ,0.4089342355728149,2026-02-25T18:57:53.158127Z,85128,Mixed (Code-switching),39.066,1,irony,2025-05-17T22:58:30Z,Negative,[Irony] Mock Laughter,KENYAAAAAAA😅😂🤣,2026-02-25T18:57:53.158127Z
78.0,407,3314,1,@tonnadimples4039,Constructive Criticism,"The show is okay,let everything That is hodden in the dark be exposed to moonlight.",0.4955329000949859,2026-02-25T18:59:41.101726Z,85129,Mixed (Code-switching),92.053,0,neutral or positive,2025-05-17T18:30:25Z,Neutral,[CC] Genuine feedback,"The show is okay,let everything That is hodden in the dark be exposed to moonlight.",2026-02-25T18:59:41.101726Z
79.0,408,3315,1,@tonnadimples4039,Constructive Criticism,Sabrina is lying.,0.3566668927669525,2026-02-25T19:00:09.131613Z,85130,Mixed (Code-switching),27.604,0,offensive language,2025-05-17T18:27:42Z,Neutral,[CC] Decision-criticism,Sabrina is lying.,2026-02-25T19:00:09.131613Z
80.0,409,3316,1,@danielndei5420,Constructive Criticism,"very boring host,..show was super dull,..",0.3334177732467651,2026-02-25T19:00:33.041400Z,85131,English,23.511,0,offensive language,2025-05-17T02:26:59Z,Neutral,[CC] Performance-based,"very boring host,..show was super dull,..",2026-02-25T19:00:33.041400Z
81.0,410,3317,1,@evanskibet3894,Offensive,I thank my self for being a Kalenjin..we can't do this,0.2518164813518524,2026-02-25T20:07:53.207237Z,85132,Mixed (Code-switching),67.034,0,neutral or positive,2025-05-16T21:47:15Z,Neutral,[Offensive] Non-personal,I thank my self for being a Kalenjin..we can't do this,2026-02-25T20:07:53.207237Z
82.0,411,3318,1,@veesampeivee7715,Constructive Criticism,The world of usherati mungu wangu,0.2858308553695678,2026-02-25T20:08:35.963577Z,85133,Mixed (Code-switching),42.246,0,hate speech,2025-05-16T17:17:10Z,Neutral,[CC] Performance-based,The world of usherati mungu wangu,2026-02-25T20:08:35.963577Z
83.0,412,3319,1,@festusmurithi1839,Constructive Criticism,To this now Obina umekosea uyo jamaa heshima.,0.3363032639026642,2026-02-25T20:08:51.443168Z,85134,Mixed (Code-switching),15.049,0,neutral or positive,2025-05-16T15:22:28Z,Neutral,[CC] Performance-based,To this now Obina umekosea uyo jamaa heshima.,2026-02-25T20:08:51.443168Z
84.0,413,3320,1,@faithchebet9392,Constructive Criticism,"Silence is the best weapon Hannah..coming here wasnt necessary,Obinna that wasnt fair to culture and his chick",0.4754185676574707,2026-02-25T20:10:15.606898Z,85135,Mixed (Code-switching),83.65,0,neutral or positive,2025-05-15T21:36:56Z,Neutral,[CC] Performance-based,"Silence is the best weapon Hannah..coming here wasnt necessary,Obinna that wasnt fair to culture and his chick",2026-02-25T20:10:15.606898Z
85.0,414,3321,1,@ClintonManono,Offensive,Kijana ni mushamba,0.309089332818985,2026-02-25T20:10:27.628914Z,85136,Mixed (Code-switching),11.6,0,offensive language,2025-05-15T21:30:10Z,Negative,[Offensive] Vulgar language (Matusi),Kijana ni mushamba,2026-02-25T20:10:27.628914Z
86.0,415,3322,1,@PollyMwesh,Irony/Sarcasm,Culture is like yooh hizi ni Gani sasa...no mata wati simuachi grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat ,0.3658929765224457,2026-02-25T20:10:58.063736Z,85137,Mixed (Code-switching),30.113,1,offensive language,2025-05-15T20:36:08Z,Negative,[Irony] Mock compliment,Culture is like yooh hizi ni Gani sasa...no mata wati simuachi😅😅😅,2026-02-25T20:10:58.063736Z
87.0,416,3323,1,@MercyNjenga-q7u,Constructive Criticism,Must she raise her voice to drive a point.,0.2910020351409912,2026-02-25T20:11:18.117185Z,85138,English,19.723,0,irony,2025-05-15T10:14:44Z,Positive,[CC] Genuine feedback,Must she raise her voice to drive a point.,2026-02-25T20:11:18.117185Z
88.0,417,3324,1,@TaniaKemunto,Cyberbullying,The lady on red is so thick headed,0.3236724138259887,2026-02-25T20:12:47.560876Z,85139,English,88.995,0,offensive language,2025-05-14T20:58:33Z,Negative,[Bullying] Direct Insult,The lady on red is so thick headed,2026-02-25T20:12:47.560876Z
89.0,418,3325,1,@Abushdeh_show,Cyberbullying,Kiherehere hannah benta. Kafala tu,0.3887126445770263,2026-02-25T20:12:58.206686Z,85140,Mixed (Code-switching),10.255,0,neutral or positive,2025-05-14T20:32:48Z,Negative,[Bullying] Direct Insult,Kiherehere hannah benta. Kafala tu,2026-02-25T20:12:58.206686Z
90.0,419,3326,1,@leahmwendwa563,Irony/Sarcasm,Obinna being a big bro na bado anaokota mushene grinning_face_with_sweat  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,0.4382436573505401,2026-02-25T20:13:16.682740Z,85141,Mixed (Code-switching),18.14,0,offensive language,2025-05-14T18:53:59Z,Negative,[Irony] Mock compliment,Obinna being a big bro na bado anaokota mushene😅😂😂😂😂😂😂😂,2026-02-25T20:13:16.682740Z
91.0,420,3327,1,@quidproquopodcast,Constructive Criticism,Culture knows how to carry himself around chaos grinning_face_with_sweat  grinning_face_with_sweat  grinning_face_with_sweat much respect,0.4726140201091766,2026-02-25T20:13:59.626864Z,85142,Mixed (Code-switching),42.426,0,offensive language,2025-05-14T14:03:39Z,Neutral,[CC] Genuine feedback,Culture knows how to carry himself around chaos😅😅😅much respect,2026-02-25T20:13:59.626864Z
92.0,421,3328,1,@EmmanuelMbui-w6g,Constructive Criticism,Captain was watching so he had to cover @Hannah benta,0.2613152861595154,2026-02-25T20:15:04.050491Z,85143,Mixed (Code-switching),64.035,0,neutral or positive,2025-05-14T14:01:43Z,Neutral,[CC] Genuine feedback,Captain was watching so he had to cover @Hannah benta,2026-02-25T20:15:04.050491Z
93.0,422,3329,1,@HarrizonOketcha,Irony/Sarcasm,Beib analia mbona face_with_tears_of_joy  face_with_tears_of_joy ,0.3951692879199981,2026-02-25T20:16:02.016742Z,85144,Mixed (Code-switching),57.534,0,neutral or positive,2025-05-14T13:37:11Z,Negative,[Irony] Mock compliment,Beib analia mbona😂😂,2026-02-25T20:16:02.016742Z
94.0,423,3330,1,@winnie-ytg,Constructive Criticism,"I came to watch Hannah ,,,, 
Her heart is not like ours",0.2497802525758743,2026-02-25T20:16:18.610784Z,85145,English,16.137,0,irony,2025-05-14T05:55:41Z,Positive,[CC] Genuine Praise,"I came to watch Hannah ,,,, 
Her heart is not like ours",2026-02-25T20:16:18.610784Z
95.0,424,3331,1,@alicerunji7727,Cyberbullying,The couple said Hannah aitwe na obinna akamuita. I think they thought hatakuja. Sàbrina is childish na uongo mob.,0.5261475443840027,2026-02-25T20:16:44.578206Z,85146,Mixed (Code-switching),25.532,0,offensive language,2025-05-14T00:29:27Z,Negative,[Bullying] Direct Insult,The couple said Hannah aitwe na obinna akamuita. I think they thought hatakuja. Sàbrina is childish na uongo mob.,2026-02-25T20:16:44.578206Z
96.0,425,3332,1,@lindabarbie6470,Constructive Criticism,Hannah is right  hundred_points  hundred_points  hundred_points ,0.4598106741905212,2026-02-25T20:16:54.420501Z,85147,English,9.377,0,neutral or positive,2025-05-14T00:27:04Z,Positive,[CC] Supportive Speech,Hannah is right 💯💯💯,2026-02-25T20:16:54.420501Z
97.0,426,3333,1,@MammitoTebby-zj1pk,Irony/Sarcasm,Hanna kaswende  Bentah,0.3464008867740631,2026-02-25T20:17:17.851366Z,85148,Mixed (Code-switching),22.995,0,neutral or positive,2025-05-13T21:09:12Z,Negative,[Irony] Mock compliment,Hanna kaswende  Bentah,2026-02-25T20:17:17.851366Z
98.0,427,3334,1,@JedieFestus,Others,Wait captain c mwenye ako Kwa show,0.2852440476417541,2026-02-25T20:17:54.203890Z,85149,Mixed (Code-switching),36.031,0,neutral or positive,2025-05-13T20:00:27Z,Neutral,[Other] General Inquiry,Wait captain c mwenye ako Kwa show,2026-02-25T20:17:54.203890Z
99.0,428,3335,1,@BritneyMoraa-b1x,Constructive Criticism,As a kisii Lady..I swear nimewatch hii interview na Aibu Kibao face_with_tears_of_joy Obinna next time aki mind watu unaleta show,0.3592676222324371,2026-02-25T20:18:25.754614Z,85150,Mixed (Code-switching),31.088,0,irony,2025-05-13T18:25:49Z,Neutral,[CC] Performance-based,As a kisii Lady..I swear nimewatch hii interview na Aibu Kibao😂Obinna next time aki mind watu unaleta show,2026-02-25T20:18:25.754614Z
100.0,429,3336,1,@EmmanuelLagat-vw7wb,Offensive,"OBINA HII KITU UNGEMALIZA TIME THE COUPLE WENT OUT ,,,,,,, UKO NA UFALA PIA",0.744504451751709,2026-02-25T20:18:44.264203Z,85151,Mixed (Code-switching),18.106,0,offensive language,2025-05-13T14:38:36Z,Negative,[Offensive] Vulgar language (Matusi),"OBINA HII KITU UNGEMALIZA TIME THE COUPLE WENT OUT ,,,,,,, UKO NA UFALA PIA",2026-02-25T20:18:44.264203Z
101.0,430,3337,1,@jamesmuendo6187,Hate Speech,MEN!!! Never trust any living female creature,0.3944911062717438,2026-02-25T20:19:02.610908Z,85152,English,17.899,0,offensive language,2025-05-13T14:23:50Z,Negative,[Hate Speech] Gender based,MEN!!! Never trust any living female creature,2026-02-25T20:19:02.610908Z
102.0,431,3338,1,@ke_otic1080,Irony/Sarcasm,Huyu Hannah Benta anafaa achunguzwe face_with_tears_of_joy  face_with_tears_of_joy  hayuko normal face_with_tears_of_joy ,0.4285008907318115,2026-02-25T20:19:17.121008Z,85153,Mixed (Code-switching),14.152,0,neutral or positive,2025-05-13T13:28:42Z,Negative,[Irony] Mock compliment,Huyu Hannah Benta anafaa achunguzwe😂😂 hayuko normal😂,2026-02-25T20:19:17.121008Z
103.0,432,3339,1,@ke_otic1080,Irony/Sarcasm,Kaswende gang face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,0.2710753977298736,2026-02-25T20:19:49.297543Z,85154,Mixed (Code-switching),31.621,0,offensive language,2025-05-13T13:22:19Z,Negative,[Irony] Mock compliment,Kaswende gang😂😂😂😂,2026-02-25T20:19:49.297543Z
104.0,433,3340,1,@jamesmuendo6187,Constructive Criticism,Hao wasichana wamenikasirisha hadi sijavuta sigara leo  unamused_face  unamused_face ,0.2944519221782684,2026-02-25T20:20:10.431345Z,85155,Mixed (Code-switching),20.749,0,neutral or positive,2025-05-13T13:00:24Z,Neutral,[CC] Decision-criticism,Hao wasichana wamenikasirisha hadi sijavuta sigara leo 😒😒,2026-02-25T20:20:10.431345Z
105.0,434,3341,1,@WinnieLilian-y3q,Constructive Criticism,From my look dem anataka obina,0.3001907169818878,2026-02-25T20:27:55.674593Z,85156,English,464.749,0,offensive language,2025-05-12T22:42:22Z,Neutral,[CC] Genuine feedback,From my look dem anataka obina,2026-02-25T20:27:55.674593Z
106.0,435,3342,1,@justuspaul2264,Constructive Criticism,@obinna it wasn't fair to allow Hanna Benta to crush interview ya wenyewe,0.3936857581138611,2026-02-25T20:28:09.792912Z,85157,Mixed (Code-switching),13.655,0,offensive language,2025-05-12T20:54:52Z,Neutral,[CC] Performance-based,@obinna it wasn't fair to allow Hanna Benta to crush interview ya wenyewe,2026-02-25T20:28:09.792912Z
