,Unnamed: 0,Unnamed: 0.1,annotation_id,annotator,author,category,clean_text,confidence_score,created_at,id,language,lead_time,likes,predicted_label,published_at,sentiment,subcategory,text,updated_at
701,544.0,5731,3712,1,@ashleymwema_stars,Others,This chiley is dirty rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing ,0.8319701552391052,2026-02-26T05:39:33.216162Z,10760,English,12.835,0,offensive language,2022-10-12T10:41:20Z,Negative,[Other] General Others,This chiley is dirty🤣🤣🤣,2026-02-26T05:39:33.216162Z
702,545.0,5732,3713,1,@ashleymwema_stars,Constructive Criticism,Nahuyu dame ana shida face_with_rolling_eyes ata huyu boy wake is more handsome than the friend  unamused_face alafu why go to your friend's partner heri tafuta mtu mwingine waku cheat but not your friend's,0.3719514906406402,2026-02-26T05:40:37.320103Z,10761,Mixed (Code-switching),62.918,0,offensive language,2022-10-12T10:33:41Z,Neutral,[CC] Decision-criticism,Nahuyu dame ana shida🙄ata huyu boy wake is more handsome than the friend 😒alafu why go to your friend's partner heri tafuta mtu mwingine waku cheat but not your friend's,2026-02-26T05:40:37.320103Z
703,546.0,5733,3714,1,@terence_on_the_track,Misinformation,Ni life your mamaaa is my mamaaa face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,0.3371000289916992,2026-02-26T05:40:58.150812Z,10762,Swahili,19.507,1,neutral or positive,2022-10-12T10:25:22Z,Negative,[Misinfo] Misleading/Contextual Deception,Ni life your mamaaa is my mamaaa😂😂😂,2026-02-26T05:40:58.150812Z
704,547.0,5734,3715,1,@Mamake559,Others,Woooi friends  litter_in_bin_sign  litter_in_bin_sign  litter_in_bin_sign  litter_in_bin_sign aki Ghai maaan broken_heart  person_gesturing_OK ,0.4455463290214538,2026-02-26T05:41:13.787023Z,10763,Mixed (Code-switching),14.366,0,offensive language,2022-10-12T10:21:25Z,Neutral,[Other] General Others,Woooi friends 🚮🚮🚮🚮aki Ghai maaan💔🙆,2026-02-26T05:41:13.787023Z
705,548.0,5735,3716,1,@harrietquincy6901,Irony/Sarcasm,Bestie bestie chumbwiii rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing ,0.6380855441093445,2026-02-26T05:41:32.340442Z,10764,Sheng,16.566,0,offensive language,2022-10-12T09:37:22Z,Negative,[Other] General Others,Bestie bestie chumbwiii🤣🤣🤣🤣🤣🤣🤣,2026-02-26T05:41:32.340442Z
706,549.0,5736,3717,1,@deniskimutai7662,Offensive,Mnaongea nini na huyo fala.....achana na huyo dem na uhustle bro,0.5761287808418274,2026-02-26T05:41:42.062041Z,10765,Mixed (Code-switching),8.582,0,offensive language,2022-10-12T09:36:00Z,Negative,[Offensive] Vulgar language (Matusi),Mnaongea nini na huyo fala.....achana na huyo dem na uhustle bro,2026-02-26T05:41:42.062041Z
707,550.0,5737,3718,1,@Agronomist_1,Others,Woiyeee..,0.3080040514469147,2026-02-26T05:41:47.907865Z,10766,Sheng,4.39,0,irony,2022-10-12T09:17:17Z,Neutral,[Other] General Others,Woiyeee..,2026-02-26T05:41:47.907865Z
708,551.0,5738,3719,1,@constancewakesho2504,Others,nisaidieni namba za ibrah aseme ukweli beaming_face_with_smiling_eyes  beaming_face_with_smiling_eyes ,0.4149514138698578,2026-02-26T05:41:54.112111Z,10767,Swahili,4.95,0,irony,2022-10-12T09:01:13Z,Neutral,[Other] General Others,nisaidieni namba za ibrah aseme ukweli😁😁,2026-02-26T05:41:54.112111Z
709,552.0,5739,3720,1,@angelinekhayasi5718,Constructive Criticism,All shall be well Iano  pleading_face I  feel you,0.3159405589103699,2026-02-26T05:42:06.945497Z,10768,English,11.542,26,constructive criticism,2022-10-12T08:59:50Z,Positive,[CC] Supportive Speech,All shall be well Iano 🥺I  feel you,2026-02-26T05:42:06.945497Z
710,553.0,5740,3721,1,@markluseno8648,Others,Nyinyi bado ni boys . Go to school and learn wachana na story za madem.,0.3637220561504364,2026-02-26T05:42:28.130939Z,10769,Swahili,18.154,0,constructive criticism,2022-10-12T08:04:04Z,Neutral,[Other] General Others,Nyinyi bado ni boys . Go to school and learn wachana na story za madem.,2026-02-26T05:42:28.130939Z
711,554.0,5741,3722,1,@loisekigio7438,Others,Such kind of a friend face_with_steam_from_nose  face_with_steam_from_nose  face_with_steam_from_nose ,0.5550811886787415,2026-02-26T05:47:44.077394Z,10770,English,313.329,0,offensive language,2022-10-12T07:26:14Z,Neutral,[Other] General Others,Such kind of a friend😤😤😤,2026-02-26T05:47:44.077394Z
712,555.0,5742,3723,1,@loisekigio7438,Others,Such kind of a friend.,0.4305006861686706,2026-02-26T05:47:52.458161Z,10771,English,7.079,0,neutral or positive,2022-10-12T07:25:17Z,Neutral,[Other] General Others,Such kind of a friend.,2026-02-26T05:47:52.458161Z
713,556.0,5743,3724,1,@johntripod8583,Others,karma at an expected moment..,0.5158442258834839,2026-02-26T05:56:40.489648Z,10772,English,526.688,0,neutral or positive,2022-10-12T05:44:47Z,Neutral,[Other] General Others,karma at an expected moment..,2026-02-26T05:56:40.489648Z
714,557.0,5744,3725,1,@danielwekesa6439,Others,Plz a follow up,0.3617174923419952,2026-02-26T05:56:47.119330Z,10773,English,5.227,0,neutral or positive,2022-10-12T04:03:47Z,Neutral,[Other] General Others,Plz a follow up,2026-02-26T05:56:47.119330Z
715,558.0,5745,3726,1,@wachirabraso6926,Offensive,"huyu Boyz si Boyz, anafaa mabaree, mtu mbwakni",0.3650179505348205,2026-02-26T05:57:02.432611Z,10774,Sheng,12.731,0,neutral or positive,2022-10-11T21:41:49Z,Negative,[Offensive] Vulgar language (Matusi),"huyu Boyz si Boyz, anafaa mabaree, mtu mbwakni",2026-02-26T05:57:02.432611Z
716,559.0,5746,3727,1,@kevinskiiceman4904,Offensive,Hii ni nugu tu hakuna excuse hukua apo ukikulia beste yako dame,0.3129280209541321,2026-02-26T05:57:13.923222Z,10775,Mixed (Code-switching),10.103,0,irony,2022-10-11T21:13:20Z,Negative,[Offensive] Vulgar language (Matusi),Hii ni nugu tu hakuna excuse hukua apo ukikulia beste yako dame,2026-02-26T05:57:13.923222Z
717,560.0,5747,3728,1,@waish2498,Others,Na ako uyo 3rd party anakaa fitty  face_with_tears_of_joy  smiling_face_with_hearts ,0.4652698040008545,2026-02-26T05:57:26.769448Z,10776,Mixed (Code-switching),11.52,0,neutral or positive,2022-10-11T19:08:22Z,Neutral,[Other] General Others,Na ako uyo 3rd party anakaa fitty 😂🥰,2026-02-26T05:57:26.769448Z
718,561.0,5748,3729,1,@dorcusngina7315,Others,The young guy is handsome kuliko hiki kinamkulia dem,0.2810989022254944,2026-02-26T05:57:37.846520Z,10777,Swahili,9.822,2,neutral or positive,2022-10-11T18:51:57Z,Neutral,[Other] General Others,The young guy is handsome kuliko hiki kinamkulia dem,2026-02-26T05:57:37.846520Z
719,562.0,5749,3730,1,@annemumbi9957,Others,"Plzzzzzzzzzzzzz Thee Pluto update us venye jamaa anaendelea,that so hurting plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz",0.3687959015369415,2026-02-26T05:57:57.768084Z,10778,Mixed (Code-switching),18.696,0,offensive language,2022-10-11T18:48:39Z,Neutral,[Other] General Others,"Plzzzzzzzzzzzzz Thee Pluto update us venye jamaa anaendelea,that so hurting plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz",2026-02-26T05:57:57.768084Z
720,563.0,5750,3731,1,@susanngugi3176,Others,waaah  so unfair  unamused_face   expressionless_face   crying_face   sleepy_face this is an  upside down world and life.,0.7478500008583069,2026-02-26T05:58:14.722595Z,10779,Mixed (Code-switching),15.659,0,offensive language,2022-10-11T18:04:28Z,Neutral,[Other] General Others,waaah  so unfair 😒 😑 😢 😪this is an  upside down world and life.,2026-02-26T05:58:14.722595Z
721,564.0,5751,3732,1,@glarizajerono2420,Others,I love you ianoh  red_heart ,0.3321626782417297,2026-02-26T05:58:24.477242Z,10780,English,8.498,1,constructive criticism,2022-10-11T14:48:05Z,Neutral,[Other] General Others,I love you ianoh ❤,2026-02-26T05:58:24.477242Z
722,565.0,5752,3733,1,@cucuturuganojoanwanjiku4227,Cyberbullying,Mweke kiti cha nyuma sasa unataka akwambiyeje na amekuambia wanakulana. Hata Dem amekushow  so    unatafuta   story zenye hasimake censenen,0.3040049374103546,2026-02-26T05:59:00.795251Z,10781,Swahili,35.157,0,offensive language,2022-10-11T14:30:29Z,Negative,[Bullying] Direct Insult,Mweke kiti cha nyuma sasa unataka akwambiyeje na amekuambia wanakulana. Hata Dem amekushow  so    unatafuta   story zenye hasimake censenen,2026-02-26T05:59:00.795251Z
723,566.0,5753,3734,1,@cucuturuganojoanwanjiku4227,Constructive Criticism,I like this girl  amekuambia ukweli    hakupenda,0.3202466666698456,2026-02-26T05:59:31.236101Z,10782,Mixed (Code-switching),28.866,0,neutral or positive,2022-10-11T14:08:35Z,Positive,[CC] Supportive Speech,I like this girl  amekuambia ukweli    hakupenda,2026-02-26T05:59:31.236101Z
724,567.0,5754,3735,1,@vivanmlavidavi3676,Constructive Criticism,Fake friend,0.2835172116756439,2026-02-26T05:59:48.357322Z,10783,English,15.714,0,offensive language,2022-10-11T12:48:38Z,Negative,[CC] Genuine feedback,Fake friend,2026-02-26T05:59:48.357322Z
725,568.0,5755,3736,1,@Firstkhao11,Others,Huyu boy wa dready anakaa mdaku venye anasema “AMENIITA KANDO  face_with_tears_of_joy ”,0.3762967884540558,2026-02-26T06:00:05.558187Z,10784,Swahili,15.449,1,irony,2022-10-11T12:20:08Z,Neutral,[Other] General Others,Huyu boy wa dready anakaa mdaku venye anasema “AMENIITA KANDO 😂”,2026-02-26T06:00:05.558187Z
726,569.0,5756,3737,1,@anniemwaura9287,Constructive Criticism,Iano people_hugging take heart,0.4379132986068725,2026-02-26T06:00:17.210342Z,10785,Swahili,10.386,0,constructive criticism,2022-10-11T12:16:33Z,Positive,[CC] Supportive Speech,Iano🫂take heart,2026-02-26T06:00:17.210342Z
727,570.0,5757,3738,1,@brayanyyobrezz5973,Constructive Criticism,Na manze uyo dame ni pimbi for good... she's not appreciative ata kidogo...she is so selfish...but iano cheza kiwewe na shughuli zako kiwewe...na pluto gotea uyo iano...,0.4575189352035522,2026-02-26T06:00:41.809479Z,10786,English,23.256,0,offensive language,2022-10-11T10:12:44Z,Neutral,[CC] Genuine feedback,Na manze uyo dame ni pimbi for good... she's not appreciative ata kidogo...she is so selfish...but iano cheza kiwewe na shughuli zako kiwewe...na pluto gotea uyo iano...,2026-02-26T06:00:41.809479Z
728,571.0,5758,3739,1,@brayanyyobrezz5973,Constructive Criticism,Oyaa Pluto...big man ambia huyo boy asare form za huyo boy anajiita quavo...na asare pia form za terry...na kila kitu na ajifocus kiyeye hundred_points alafu Pluto manze nataka nijue what happened next...fwatilia iyo script yako vizuri...good job my man Pluto na usalimie wasee wote wa familia...kimoja victory_hand ,0.2664230465888977,2026-02-26T06:01:11.603478Z,10787,Mixed (Code-switching),28.671,2,offensive language,2022-10-11T10:10:14Z,Neutral,[CC] Genuine feedback,Oyaa Pluto...big man ambia huyo boy asare form za huyo boy anajiita quavo...na asare pia form za terry...na kila kitu na ajifocus kiyeye💯alafu Pluto manze nataka nijue what happened next...fwatilia iyo script yako vizuri...good job my man Pluto na usalimie wasee wote wa familia...kimoja✌️,2026-02-26T06:01:11.603478Z
729,572.0,5759,3740,1,@jusercolins4280,Offensive,boy ako sawa dem ndo fala...usiwai kosana na bro ju ya dem,0.4300591647624969,2026-02-26T06:01:30.756846Z,10788,Mixed (Code-switching),15.311,0,neutral or positive,2022-10-11T10:08:59Z,Negative,[Offensive] Vulgar language (Matusi),boy ako sawa dem ndo fala...usiwai kosana na bro ju ya dem,2026-02-26T06:01:30.756846Z
730,573.0,5760,3741,1,@chrisvicky2169,Others,I feel the pain of that boy  loudly_crying_face  loudly_crying_face  loudly_crying_face ,0.6066231727600098,2026-02-26T06:01:38.952084Z,10789,English,7.01,7,offensive language,2022-10-11T09:49:45Z,Neutral,[Other] General Others,I feel the pain of that boy 😭😭😭,2026-02-26T06:01:38.952084Z
731,574.0,5761,3742,1,@Jamal-df7vh,Constructive Criticism,Iano take heart bro,0.5004064440727234,2026-02-26T06:02:00.652095Z,10790,English,20.457,1,constructive criticism,2022-10-11T09:01:05Z,Positive,[CC] Supportive Speech,Iano take heart bro,2026-02-26T06:02:00.652095Z
732,575.0,5762,3743,1,@kelvinnyambura336,Others,Niko ruiru pia mimi nadai pia ku sanitisation,0.4048912227153778,2026-02-26T06:02:09.886197Z,10791,Swahili,7.156,0,neutral or positive,2022-10-11T08:14:35Z,Neutral,[Other] General Others,Niko ruiru pia mimi nadai pia ku sanitisation,2026-02-26T06:02:09.886197Z
733,576.0,5763,3744,1,@kelvinnyambura336,Others,Khaiiii  grinning_face_with_sweat  grinning_face_with_sweat  rolling_on_the_floor_laughing  face_with_tears_of_joy  grinning_face_with_sweat  rolling_on_the_floor_laughing  face_with_tears_of_joy ,0.4741716980934143,2026-02-26T06:02:16.869346Z,10792,Swahili,5.49,0,offensive language,2022-10-11T08:12:14Z,Neutral,[Other] General Others,Khaiiii 😅😅🤣😂😅🤣😂,2026-02-26T06:02:16.869346Z
734,577.0,5764,3745,1,@mumtazkendi1154,Cyberbullying,Huyo dem ametupa mbao pia face_with_tears_of_joy Ona sura amechagua face_with_tears_of_joy Kwani hataki watoto face_with_tears_of_joy no offense,0.4836951792240143,2026-02-26T06:02:34.645639Z,10793,Mixed (Code-switching),20.238,1,neutral or positive,2022-10-11T07:43:42Z,Negative,[Bullying] Humiliation,Huyo dem ametupa mbao pia😂Ona sura amechagua😂Kwani hataki watoto😂no offense,2026-02-26T06:02:42.835356Z
735,578.0,5765,3746,1,@LKC_.,Others,mali inaweza kuwa inaenda chain,0.5157025456428528,2026-02-26T06:02:51.442677Z,10794,Swahili,7.162,0,neutral or positive,2022-10-11T06:24:41Z,Neutral,[Other] General Others,mali inaweza kuwa inaenda chain,2026-02-26T06:02:51.442677Z
736,579.0,5766,3747,1,@LKC_.,Others,mngesanitize huyo boy mwingine pia,0.3015482127666473,2026-02-26T06:02:59.617412Z,10795,Swahili,6.919,0,neutral or positive,2022-10-11T06:24:23Z,Neutral,[Other] General Others,mngesanitize huyo boy mwingine pia,2026-02-26T06:02:59.617412Z
737,580.0,5767,3748,1,@peshybett3399,Offensive,men will always embarrass you  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing ,0.6868467330932617,2026-02-26T06:03:19.039849Z,10796,English,17.461,0,offensive language,2022-10-11T06:22:50Z,Negative,[Offensive] Sex-based,men will always embarrass you 🤣🤣🤣🤣,2026-02-26T06:03:19.039849Z
738,581.0,5768,3749,1,@stellamuturi816,Others,Mtu aniconnect na ibrah cat_with_tears_of_joy  he's so cool,0.303375631570816,2026-02-26T06:03:31.996226Z,10797,Swahili,11.341,0,irony,2022-10-11T06:21:44Z,Neutral,[Other] General Others,Mtu aniconnect na ibrah😹 he's so cool,2026-02-26T06:03:31.996226Z
739,582.0,5769,3750,1,@georgekgithinji,Cyberbullying,Ukimegewa megeana....haimalizi maumivu lakini yarejesha hadhi ya kiume.,0.3631349503993988,2026-02-26T06:04:34.755414Z,10798,Mixed (Code-switching),61.429,0,constructive criticism,2022-10-11T05:30:59Z,Negative,[Bullying] Threats,Ukimegewa megeana....haimalizi maumivu lakini yarejesha hadhi ya kiume.,2026-02-26T06:04:34.755414Z
740,583.0,5770,3751,1,@james-cz5ch,Others,Aki mapenzi wewe broken_heart ,0.3414401412010193,2026-02-26T06:04:43.789507Z,10799,Swahili,6.901,1,hate speech,2022-10-11T01:13:31Z,Neutral,[Other] General Others,Aki mapenzi wewe💔,2026-02-26T06:04:43.790468Z
741,584.0,5771,3752,1,@agnesmukoma2574,Others,Pluto jameni itabidi ssa umenitafutia mbs ...I'm missing meals for this show rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  kissing_face_with_closed_eyes  kissing_face_with_closed_eyes  kissing_face_with_closed_eyes ,0.5488271117210388,2026-02-26T06:04:56.865090Z,10800,Swahili,11.229,1,offensive language,2022-10-10T22:05:36Z,Neutral,[Other] General Others,Pluto jameni itabidi ssa umenitafutia mbs ...I'm missing meals for this show🤣🤣🤣🤣🤣🤣🤣🤣🤣😚😚😚,2026-02-26T06:04:56.865090Z
742,585.0,5772,3753,1,@marionwanjiru5388,Others,this so painful  loudly_crying_face  loudly_crying_face  loudly_crying_face  loudly_crying_face  loudly_crying_face  loudly_crying_face ,0.8897733092308044,2026-02-26T06:05:04.595949Z,10801,English,6.521,0,offensive language,2022-10-10T21:57:26Z,Neutral,[Other] General Others,this so painful 😭😭😭😭😭😭,2026-02-26T06:05:04.595949Z
743,586.0,5773,3754,1,@Kid_Afrika,Others,ati sipendi kuhurt mtu  face_with_tears_of_joy  rolling_on_the_floor_laughing  face_with_tears_of_joy ,0.3211222290992737,2026-02-26T06:07:19.543198Z,10802,Swahili,133.413,0,irony,2022-10-10T21:51:29Z,Neutral,[Other] General Others,ati sipendi kuhurt mtu 😂🤣😂,2026-02-26T06:07:19.543198Z
744,587.0,5774,3755,1,@clarys_thatcher3887,Others,Direct from TikTok  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,0.2902293503284454,2026-02-26T06:07:26.456302Z,10803,English,5.748,1,neutral or positive,2022-10-10T21:41:59Z,Neutral,[Other] General Others,Direct from TikTok 😂😂😂,2026-02-26T06:07:26.456302Z
745,588.0,5775,3756,1,@judymoraaasuma258,Cyberbullying,Na venye hakima sura mapua kama ya chura na totoise kumbaf the one that is heartbroken  is so  smiling_face_with_heart-eyes ,0.4954970180988312,2026-02-26T06:07:49.071700Z,10804,Mixed (Code-switching),21.438,17,neutral or positive,2022-10-10T21:05:42Z,Negative,[Bullying] Body shaming,Na venye hakima sura mapua kama ya chura na totoise kumbaf the one that is heartbroken  is so 😍,2026-02-26T06:07:49.071700Z
746,589.0,5776,3757,1,@carlomwash1306,Others,Waah I feel for this guy aki  sad_but_relieved_face  Khaaaaaaaaiiiii  broken_heart ,0.3809896409511566,2026-02-26T06:07:58.795372Z,10805,Swahili,7.686,0,neutral or positive,2022-10-10T20:59:05Z,Neutral,[Other] General Others,Waah I feel for this guy aki 😥 Khaaaaaaaaiiiii 💔,2026-02-26T06:07:58.795372Z
747,590.0,5777,3758,1,@edwinumani,Constructive Criticism,Follow up these people plz tujue kulienda aje,0.3258373141288757,2026-02-26T06:08:07.880594Z,10806,Mixed (Code-switching),7.627,0,neutral or positive,2022-10-10T20:11:44Z,Positive,[CC] Supportive Speech,Follow up these people plz tujue kulienda aje,2026-02-26T06:08:07.880594Z
748,591.0,5778,3759,1,@cynthiamigarusha4508,Others,This is bad akii sorry iano sad_but_relieved_face  sad_but_relieved_face ,0.4472658336162567,2026-02-26T06:08:19.948106Z,10807,English,10.575,0,neutral or positive,2022-10-10T20:03:00Z,Neutral,[Other] General Others,This is bad akii sorry iano😥😥,2026-02-26T06:08:19.948106Z
749,592.0,5779,3760,1,@kevinowala6434,Others,Painful,0.4082299470901489,2026-02-26T06:08:28.129963Z,10808,English,4.244,0,neutral or positive,2022-10-10T19:53:17Z,Neutral,[Other] General Others,Painful,2026-02-26T06:08:28.129963Z
750,593.0,5780,3761,1,@timothynjoki8291,Misinformation,Terry ni mwizi wa mabwana  grinning_face_with_smiling_eyes   rolling_on_the_floor_laughing   face_with_tears_of_joy   grinning_squinting_face   grinning_face_with_smiling_eyes   rolling_on_the_floor_laughing   face_with_tears_of_joy ,0.4602630734443664,2026-02-26T06:09:09.721698Z,10809,Swahili,36.992,0,offensive language,2022-10-10T19:47:09Z,Negative,[Misinfo] Parody,Terry ni mwizi wa mabwana 😄 🤣 😂 😆 😄 🤣 😂,2026-02-26T06:09:09.721698Z
751,594.0,5781,3762,1,@cynthiamigarusha4508,Others,Pluto cbd unafika lini,0.3608766794204712,2026-02-26T06:09:17.636005Z,10810,Swahili,6.248,0,neutral or positive,2022-10-10T19:45:56Z,Neutral,[Other] General Others,Pluto cbd unafika lini,2026-02-26T06:09:17.636968Z
752,595.0,5782,3763,1,@davidkeith7238,Others, face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  hi kitu ni wired,0.3357478380203247,2026-02-26T06:09:34.527246Z,10811,Mixed (Code-switching),15.509,0,offensive language,2022-10-10T19:19:13Z,Negative,[Other] General Others,😂😂😂😂😂😂😂😂 hi kitu ni wired,2026-02-26T06:09:34.527246Z
753,596.0,5783,3764,1,@dreamsoundsSkitt,Others,"wehh wacha Leo I comment..what the fuck happended to ""Bro's before wh×××s."".. disappointed_face ",0.4724874198436737,2026-02-26T06:09:51.773549Z,10812,English,15.52,0,offensive language,2022-10-10T18:39:29Z,Negative,[Other] General Others,"wehh wacha Leo I comment..what the fuck happended to ""Bro's before wh×××s.""..😞",2026-02-26T06:09:51.773549Z
754,597.0,5784,3765,1,@simonndungu7552,Offensive,"Yani beste yako anakukulia dem ,ashindwe na alegee",0.6365693211555481,2026-02-26T06:10:07.886414Z,10813,Sheng,14.645,0,neutral or positive,2022-10-10T18:03:05Z,Negative,[Offensive] Vulgar language (Matusi),"Yani beste yako anakukulia dem ,ashindwe na alegee",2026-02-26T06:10:07.886414Z
755,598.0,5785,3766,1,@masilliangeospatialcirclel2642,Constructive Criticism,"This is so real,dem ndiye amepoteza.wanaume watakuwa poa tu",0.4550839960575104,2026-02-26T06:10:48.180368Z,10814,English,38.842,0,neutral or positive,2022-10-10T16:37:13Z,Neutral,[CC] Performance-based,"This is so real,dem ndiye amepoteza.wanaume watakuwa poa tu",2026-02-26T06:10:48.180368Z
756,599.0,5786,3767,1,@gladyswairimu1150,Others,Nipewe number ya iano speak-no-evil_monkey  face_with_tears_of_joy  face_with_tears_of_joy ,0.5075429677963257,2026-02-26T06:11:01.358864Z,10815,Swahili,10.682,2,neutral or positive,2022-10-10T16:02:43Z,Neutral,[Other] General Inquiry,Nipewe number ya iano🙊😂😂,2026-02-26T06:11:01.358864Z
757,600.0,5787,3768,1,@maggyndirangu7139,Others,"Thee Pluto is like "" saa umkule?""with this facial expressions",0.3466436266899109,2026-02-26T06:12:23.541291Z,10816,English,80.37,0,offensive language,2022-10-10T14:46:43Z,Neutral,[Other] General Others,"Thee Pluto is like "" saa umkule?""with this facial expressions",2026-02-26T06:12:23.541291Z
758,601.0,5788,3769,1,@kariukisamuel3449,Constructive Criticism,"Pluto umekatch juu ya hiyo story,infact facial expression yako umeboeka na huyo morio sana",0.4039410650730133,2026-02-26T06:12:44.268036Z,10817,Mixed (Code-switching),27.942,0,irony,2022-10-10T14:39:37Z,Negative,[CC] Genuine feedback,"Pluto umekatch juu ya hiyo story,infact facial expression yako umeboeka na huyo morio sana",2026-02-26T06:12:53.405465Z
759,602.0,5789,3770,1,@williamsonekwam7982,Others,Weeee ndio maaana cipendi boggy mimi munaona sasa,0.2646777331829071,2026-02-26T06:13:04.253101Z,10818,Swahili,9.481,0,offensive language,2022-10-10T14:37:38Z,Neutral,[Other] General Others,Weeee ndio maaana cipendi boggy mimi munaona sasa,2026-02-26T06:13:04.253101Z
760,603.0,5790,3771,1,@kariukisamuel3449,Others,Brocode 001 has been broken...,0.3385693430900574,2026-02-26T06:13:15.826574Z,10819,Mixed (Code-switching),10.205,0,neutral or positive,2022-10-10T14:36:24Z,Neutral,[Other] General Others,Brocode 001 has been broken...,2026-02-26T06:13:15.826574Z
761,604.0,5791,3772,1,@monicahwaithira7780,Constructive Criticism,Don't worry God will the right person,0.3250950574874878,2026-02-26T06:13:26.140868Z,10820,English,8.401,1,neutral or positive,2022-10-10T14:22:56Z,Positive,[CC] Supportive Speech,Don't worry God will the right person,2026-02-26T06:13:26.140868Z
762,605.0,5792,3773,1,@empressminah8223,Others,Am sure adi ka uyu Chali atamwachia uyu Dem mapenzi am sure itaisha,0.4706568419933319,2026-02-26T06:14:11.736904Z,10821,Swahili,44.232,0,neutral or positive,2022-10-10T13:37:21Z,Negative,[Other] General Others,Am sure adi ka uyu Chali atamwachia uyu Dem mapenzi am sure itaisha,2026-02-26T06:14:11.736904Z
763,606.0,5793,3774,1,@leilazulpha3205,Constructive Criticism,Waaaah I feel  the pain for this  boy aki  now days to find true love ni ngumu watu hupenda kuchezea feelings za watu I'm heartbroken  broken_heart  broken_heart  broken_heart ,0.4561037123203277,2026-02-26T06:14:45.690946Z,10822,Mixed (Code-switching),32.257,20,hate speech,2022-10-10T13:30:24Z,Neutral,[CC] Genuine feedback,Waaaah I feel  the pain for this  boy aki  now days to find true love ni ngumu watu hupenda kuchezea feelings za watu I'm heartbroken 💔💔💔,2026-02-26T06:14:45.690946Z
764,607.0,5794,3775,1,@djbablin1326,Others,Na anacheka,0.4052132368087768,2026-02-26T06:14:52.910208Z,10823,Swahili,5.738,0,neutral or positive,2022-10-10T12:57:24Z,Neutral,[Other] General Others,Na anacheka,2026-02-26T06:14:52.910208Z
765,608.0,5795,3776,1,@djbablin1326,Others,Muni follow,0.3693339824676513,2026-02-26T06:14:59.178370Z,10824,Swahili,4.904,0,neutral or positive,2022-10-10T12:57:06Z,Neutral,[Other] General Others,Muni follow,2026-02-26T06:14:59.178370Z
766,609.0,5796,3777,1,@georgeomolo5164,Cyberbullying,Huyo ako na low self esteem face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,0.3925729990005493,2026-02-26T06:15:29.652331Z,10825,Mixed (Code-switching),28.798,0,neutral or positive,2022-10-10T12:39:02Z,Negative,[Bullying] Direct Insult,Huyo ako na low self esteem😂😂😂,2026-02-26T06:15:29.652331Z
767,610.0,5797,3778,1,@rukiamuhammed4484,Offensive,Pluto ogopa hizi gaidi tunakaanga twembamba turefu  face_with_hand_over_mouth huyu mtu tunakuaga na doshi and that's the reason why huyo dem alijipa...but si poa  broken_heart  pleading_face ,0.5793076157569885,2026-02-26T06:15:50.000527Z,10826,Mixed (Code-switching),18.352,0,offensive language,2022-10-10T12:26:54Z,Negative,[Offensive] Vulgar language (Matusi),Pluto ogopa hizi gaidi tunakaanga twembamba turefu 🤭huyu mtu tunakuaga na doshi and that's the reason why huyo dem alijipa...but si poa 💔🥺,2026-02-26T06:15:50.000527Z
768,611.0,5798,3779,1,@annenganga1265,Constructive Criticism,"Young Man ,pls focus on your studies,the best revenge is success,you will get any lady you want 
Take care",0.3840373158454895,2026-02-26T06:16:01.919922Z,10827,English,13.988,1,neutral or positive,2022-10-10T12:08:51Z,Positive,[CC] Supportive Speech,"Young Man ,pls focus on your studies,the best revenge is success,you will get any lady you want 
Take care",2026-02-26T06:16:10.347518Z
769,612.0,5799,3780,1,@ivychumba278,Others,Iano big up man  heart_suit  heart_suit  heart_suit ...I love you for free  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ,0.2884213924407959,2026-02-26T06:16:22.352158Z,10828,English,10.462,2,hate speech,2022-10-10T12:01:02Z,Neutral,[Other] General Others,Iano big up man ♥️♥️♥️...I love you for free 😂😂😂,2026-02-26T06:16:22.352158Z
